method,n_sim,time,epsilon,kl_sigma2,kl_joint,K,K_outliers,include_osum,seed
ABC-SMC,715341.3897280967,90.64238420786094,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,714707.8313253011,90.38003787218805,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716228.9156626505,90.39089826934307,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,717749.9999999999,90.40121317627917,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,719271.0843373493,90.41144722197429,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716476.0479041915,89.88037523395286,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,717988.0239520957,89.89095188186553,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,715217.2619047618,89.36662659758612,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,714593.471810089,89.11168412567953,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,713973.372781065,88.85822588875448,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,713356.9321533924,88.60620548591501,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,712744.1176470587,88.35587662809034,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,714229.4117647058,88.3659483755336,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,713615.8357771261,88.11692506337096,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,715096.7741935484,88.12707861847193,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716577.7126099707,88.13704210292558,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,715959.0643274853,87.88931875200994,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,715344.0233236152,87.64312305533852,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,712660.8695652175,87.14490061220917,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,712060.6936416185,86.9029518841319,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,713520.2312138729,86.91283929554713,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,712919.3083573488,86.67216768182321,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,714374.6397694525,86.68215958460608,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,713772.9885057472,86.44303741126227,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,715224.1379310346,86.452818601981,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716675.2873563219,86.46250367164612,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716068.7679083095,86.22463388224386,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,717515.7593123211,86.23436788433261,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,714866.0968660968,85.75279614184997,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,716304.8433048433,85.76257850369836,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,717743.5897435897,85.77243605909864,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,719182.3361823361,85.7821878884253,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,720621.0826210825,85.79214587170854,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,720008.5227272728,85.55818064646289,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,721443.1818181819,85.5678270824931,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,720830.0283286119,85.33504600227724,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,718191.5492957747,84.86434120527456,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,717592.6966292136,84.63632142945623,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,719011.2359550563,84.64661240577699,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,720429.775280899,84.65648333678085,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,721848.3146067417,84.66630313503609,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,723266.8539325844,84.67612253146225,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,722655.462184874,84.44851630208206,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,724070.0280112044,84.4580653334866,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,725484.593837535,84.46770666026268,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,726899.1596638656,84.47743677625469,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,728313.7254901961,84.48712905915845,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,729728.2913165266,84.4967443402074,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,729100.5586592179,84.27004700932422,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,730511.1731843575,84.27959167757514,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,731921.7877094971,84.28928149479061,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,733332.402234637,84.29863010038876,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,732696.3788300835,84.07336274229385,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,734103.0640668523,84.08297917969047,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,735509.7493036212,84.09243991448022,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,732833.7950138503,83.63600797600364,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,732204.4198895028,83.41490642800515,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,733599.4475138121,83.42434895631358,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,734994.4751381215,83.43359633703918,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,736389.502762431,83.44317546206943,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,737784.5303867403,83.45247918729625,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,739179.5580110498,83.46203170428619,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,740574.585635359,83.47171360616527,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,741969.6132596686,83.48126954795246,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,741316.8044077135,83.26071041017853,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,742707.9889807162,83.2703181206359,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,744099.173553719,83.27961687214118,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,745490.3581267217,83.28886836685096,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,746881.5426997244,83.29830846182243,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,748272.7272727273,83.30775101979573,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,749663.91184573,83.31730887909566,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,751055.0964187328,83.33443025583735,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,752446.2809917355,83.34439897668591,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,751766.4835164836,83.1259065276974,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,753153.8461538464,83.13542247473539,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,750418.0327868852,82.69045281279934,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,751797.8142076503,82.69966156756293,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,753177.5956284152,82.70911414766573,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,752501.3623978201,82.49299951730048,6.433304647638146,23.873870723492185,21.318075510697515,20,0,False,43
ABC-SMC,839903.0303030302,91.79179599790861,6.433173077582248,23.75791147712286,20.695634815830488,20,0,False,43
ABC-SMC,840247.7341389727,92.49660399745238,6.4133446981636775,23.74074238932384,20.741394109977186,20,0,False,43
ABC-SMC,842984.8942598187,93.41904479571339,6.406889185640118,23.725330620790107,20.791483994084317,20,0,False,43
ABC-SMC,843039.1566265059,94.10570536751344,6.364994113608686,23.74706338201356,20.84083483320125,20,0,False,43
ABC-SMC,840446.107784431,94.66554990071735,6.327212645568064,23.76215145640876,20.88802040845571,20,0,False,43
ABC-SMC,837779.7619047618,95.05285911616824,6.304011097010895,23.772938232932702,20.930138645132224,20,0,False,43
ABC-SMC,837516.3204747775,95.72009495528586,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,837254.4378698224,95.44819039705942,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,836994.1002949853,95.17759601626776,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,827005.8139534885,93.83024694614633,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,829183.1395348838,93.84124109218288,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,831360.4651162792,93.8522223469823,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,833537.7906976745,93.86330971191097,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,835715.1162790699,93.87394765088726,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,837892.4418604653,93.88457703035932,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,837634.7826086958,93.62304780794229,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,839805.7971014493,93.63367329473083,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,832326.6475644701,92.65423135292906,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,832088.5714285714,92.40019985607692,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,824802.2598870057,91.36667470474028,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,822272.4719101124,90.88893566238747,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,824376.4044943821,90.89934886171578,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,824165.2661064425,90.65502895360568,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,826263.3053221288,90.66526776268368,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,823746.5181058495,90.17045398276497,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,823538.888888889,89.93064804209604,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,823332.4099722991,89.69234637606507,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,823127.0718232044,89.45694888494292,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,822922.865013774,89.22313494459,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,822719.7802197803,88.98829447699117,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,818035.4223433243,88.2974289743387,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,809053.7634408603,87.12063569535493,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,802438.829787234,86.22802201103656,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,802297.0822281167,86.00924464056284,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,797934.2105263158,85.33991179968181,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,797805.7742782152,85.12568370563778,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,799771.6535433071,85.1354772963236,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,797550.9138381201,84.70053096975421,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,795353.2467532468,84.27002655995356,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,795233.1606217616,84.06175044534119,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,795113.6950904393,83.85419864063115,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,790917.9487179486,83.21870015217706,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,792838.4615384615,83.22813040170914,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,792726.3427109974,83.02460347904879,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,788591.3705583755,82.40174965810048,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776693.2668329177,81.04803996193141,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774697.270471464,80.65525228273188,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774633.6633663366,80.46482568330104,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774570.3703703701,80.27542120144689,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,772604.4226044227,79.8900004686829,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774444.7174447175,79.8992024592744,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776285.0122850124,79.90825776678925,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776218.137254902,79.72143105432099,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776151.5892420538,79.53549786709924,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776085.3658536585,79.35057375489211,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,776019.4647201948,79.16641238252033,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774075.0605326877,78.79196405410767,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,775888.6198547216,78.80082217024834,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,773954.21686747,78.43019387808192,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,772038.3693045563,78.06285219512684,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,773834.5323741008,78.07178645968723,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771928.4009546541,77.70797699903248,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,773715.9904534608,77.71651722081808,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,773657.1428571428,77.54019609519413,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,775440.4761904761,77.54908561706543,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769891.5094339623,76.82781641213398,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769842.3529411765,76.65595222921932,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769793.427230047,76.48479776203352,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771551.6431924884,76.49636128698715,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769696.261682243,76.15183912147985,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771446.261682243,76.16233352188752,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771393.9393939393,75.99566983176278,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769552.2041763342,75.65284004897363,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769504.6296296297,75.48727037178146,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771238.425925926,75.49578856538844,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769410.1382488479,75.15649658194336,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769363.2183908046,74.99215304166421,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769316.513761468,74.8285586680841,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771034.4036697247,74.83749936480041,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769223.7442922374,74.50470801902144,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769177.6765375854,74.34333285872648,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,770883.8268792711,74.35195894067542,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,769086.1678004535,74.02311614851833,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,770784.5804988663,74.03185521664263,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,772482.9931972789,74.04023946818312,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,770686.230248307,73.71424054453658,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,772376.9751693002,73.72239787745421,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,774067.7200902936,73.73090032530153,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,775758.4650112867,73.73910448082951,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,777449.2099322799,73.74748190692532,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,777385.1351351351,73.58988252308991,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,777321.3483146068,73.43283221962747,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,779004.4943820224,73.44111490785406,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,777194.6308724832,73.12087591329143,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771962.3059866963,72.48067213532137,6.286330364205001,23.781158960902097,20.97539158352492,20,0,False,43
ABC-SMC,771827.4336283185,73.08360625684787,6.285953208437286,23.71970990252941,21.025486490462956,20,0,False,43
ABC-SMC,773320.7964601768,73.88827916795172,6.263122276701507,23.728747195855235,21.075373578958345,20,0,False,43
ABC-SMC,769668.1318681319,74.48143846386083,6.249343396935803,23.727045792315465,21.09982375129635,20,0,False,43
ABC-SMC,769359.6491228068,77.0889985718225,6.241058945205102,23.717951805275156,21.14296136778784,20,0,False,43
ABC-SMC,770697.3684210525,77.82720889438662,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,770345.7330415755,77.70062113747295,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,771680.5251641137,77.70903405266726,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,773015.3172866522,77.71720461041974,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,774350.1094091904,77.72544314616097,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,773991.2663755459,77.5881161856339,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,775323.1441048036,77.61887819485894,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,776655.0218340611,77.62708036660106,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,777986.8995633187,77.6354850639943,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,777620.9150326797,77.47474379009671,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,778949.8910675382,77.48290074417015,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,778582.608695652,77.32254717660986,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,779908.6956521737,77.33071197634156,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,779540.1301518439,77.17098905310972,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,779173.1601731603,77.01264666272448,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,780493.5064935065,77.02175737459423,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,780125.2699784017,76.86338816039247,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,779758.620689655,76.70581574583875,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,781073.2758620689,76.7135956677897,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782387.9310344825,76.72150330296877,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782017.2043010753,76.56577671727827,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,783329.0322580646,76.57350855488932,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782957.0815450643,76.41700736442861,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,784266.0944206009,76.42499244264268,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782217.9487179486,76.10628683852333,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,783521.3675213673,76.11442058004883,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,781485.1063829788,75.7984044196758,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782782.9787234045,75.80710152362256,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782416.135881104,75.65504155594326,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,783711.2526539278,75.66304219503058,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,783343.2203389831,75.51065026703527,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,782976.7441860466,75.35890494542194,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,784266.3847780129,75.36670259391028,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,785556.025369979,75.37470183967285,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,786845.6659619452,75.38593800829028,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,788135.3065539114,75.39427076283269,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,789424.9471458776,75.40270637004119,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,790714.5877378436,75.41203067872289,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,792004.2283298098,75.42023986388968,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,791620.2531645569,75.26905390783705,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,792907.1729957806,75.27700282853364,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,794194.0928270041,75.28545376117722,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795481.0126582279,75.2939215943783,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,793420.1680672269,74.98600302624102,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,794701.680672269,74.99435205920403,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,794314.4654088051,74.84532237302832,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795593.2914046121,74.85473788259414,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795205.0209205021,74.70615620892418,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,794818.3716075157,74.55831497347678,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796091.8580375783,74.5665390954386,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795704.1666666666,74.41909732917945,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795318.0873180873,74.27233289036582,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796586.2785862786,74.28042613542996,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797854.4698544698,74.28841670188983,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795813.6645962732,73.98881870273725,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795429.7520661157,73.84384636543999,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796690.0826446281,73.85247798005412,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796305.1546391753,73.70803565094151,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797562.8865979381,73.71601244837967,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797176.9547325105,73.57253711900596,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795159.8360655739,73.2788662930004,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796409.8360655739,73.28662838115068,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797659.8360655739,73.294492334616,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797276.0736196319,73.15251659030564,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796893.8775510204,73.01110739610634,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,796513.2382892057,72.87063681180997,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,797755.6008146639,72.8784461613828,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,795756.5922920892,72.59070295349338,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,793773.7373737374,72.30510880248715,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,793403.2258064516,72.16711171692418,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
ABC-SMC,794633.064516129,72.17479146295979,6.218300079733147,23.699999904024455,21.17226540283344,20,0,False,43
