method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.01554485607147217,18.8196585019042,20,0,True,42
ABC-Vanilla,2154.4346900318833,0.03349037717193238,11.299309769045212,20,0,True,42
ABC-Vanilla,4641.588833612778,0.07215283036146303,10.309834433753103,20,0,True,42
ABC-Vanilla,10000.0,0.15544856071472168,9.618747856070355,20,0,True,42
ABC-Vanilla,21544.346900318837,0.3349037717193239,9.065200966907227,20,0,True,42
ABC-Vanilla,46415.88833612777,0.72152830361463,8.593332706336014,20,0,True,42
ABC-Vanilla,100000.0,1.554485607147217,8.185514615101711,20,0,True,42
ABC-Vanilla,215443.4690031882,3.349037717193236,7.817650455053547,20,0,True,42
ABC-Vanilla,464158.8833612778,7.215283036146302,7.474894595242805,20,0,True,42
ABC-Vanilla,1000000.0,15.54485607147217,7.161727540183633,20,0,True,42
permABC-Vanilla,1000.0,0.02680255484580994,8.343227577952806,20,0,True,42
permABC-Vanilla,2154.4346900318833,0.05774435394129508,3.520176296173319,20,0,True,42
permABC-Vanilla,4641.588833612778,0.12440643928460546,2.9741527036536892,20,0,True,42
permABC-Vanilla,10000.0,0.2680255484580994,2.6251410601949345,20,0,True,42
permABC-Vanilla,21544.346900318837,0.5774435394129509,2.3638739680518075,20,0,True,42
permABC-Vanilla,46415.88833612777,1.2440643928460542,2.1539836236975898,20,0,True,42
permABC-Vanilla,100000.0,2.680255484580994,1.9804623946928843,20,0,True,42
permABC-Vanilla,215443.4690031882,5.774435394129505,1.8307185879266379,20,0,True,42
permABC-Vanilla,464158.8833612778,12.440643928460545,1.7010828494055026,20,0,True,42
permABC-Vanilla,1000000.0,26.802554845809937,1.591042497139364,20,0,True,42
ABC-SMC,950.0,0.121852445602417,13.767404859634183,20,0,True,42
ABC-SMC,595459.4594594595,79.12333161981256,8.650494103792296,20,0,True,42
ABC-SMC,547343.9716312058,32.32680013839235,8.650494103792296,20,0,True,42
ABC-SMC,622772.5,23.579557597637177,8.650494103792296,20,0,True,42
ABC-SMC,719875.0,20.025061632766096,8.650494103792296,20,0,True,42
ABC-SMC,833664.2599277977,18.303189101201962,8.650494103792296,20,0,True,42
ABC-SMC,964661.6915422888,17.47893261079172,8.650494103792296,20,0,True,42
ABC-SMC,1102318.3229813664,17.04614353105889,8.650494103792296,20,0,True,42
ABC-SMC,1254420.974889217,16.903816861275203,8.650494103792296,20,0,True,42
ABC-SMC,1441989.9135446688,17.21941629473002,8.650494103792296,20,0,True,42
ABC-PMC,28960.31746031746,6.607684540370154,13.786846772630696,20,0,True,42
ABC-PMC,159250.0,43.1414000193278,13.36588171435914,20,0,True,42
ABC-PMC,116748.50299401196,45.09391970263269,12.065249270915892,20,0,True,42
ABC-PMC,313731.88405797095,108.53727995485497,11.334871523854122,20,0,True,42
ABC-PMC,633809.2105263158,194.13600289507914,9.718235472764427,20,0,True,42
ABC-PMC,1125770.8333333333,294.5794397758113,8.770707514169894,20,0,True,42
ABC-PMC,1854104.938271605,409.1652930518727,7.813093987278483,20,0,True,42
ABC-PMC,3079012.1212121206,579.999532916329,6.698751457342889,20,0,True,42
ABC-PMC,2126749.9999999995,387.8885405049437,5.743342030739358,20,0,True,42
ABC-PMC,4327978.2608695645,689.2108215370039,4.677987979924898,20,0,True,42
permABC-SMC,950.0,0.16005485057830812,5.150735869742309,20,0,True,42
permABC-SMC,103993.02325581395,9.178323135819545,1.9214866535829047,20,0,True,42
permABC-SMC,402423.5807860262,46.22586973369382,1.1321700852448544,20,0,True,42
permABC-SMC,999647.0588235296,145.28673334517694,0.7394920702931047,20,0,True,42
permABC-SMC,727014.7058823529,97.38098258043036,0.651562018645223,20,0,True,42
permABC-SMC,747661.266568483,79.32580317945296,0.6515285984602511,20,0,True,42
permABC-SMC,2510189.5161290322,308.38794914945476,0.5417095920063126,20,0,True,42
permABC-SMC,1916646.5968586386,202.21456941509743,0.5417095920063126,20,0,True,42
permABC-SMC,1816999.9999999995,167.0742875999874,0.5417095920063126,20,0,True,42
permABC-SMC,2107621.052631579,170.79915586270783,0.5354838753501437,20,0,True,42
permABC-SMC-OS,13819.095477386934,3.0238782460965106,3.6249474770633703,20,0,True,42
permABC-SMC-OS,22933.467741935485,1.6017812514497387,2.933686013113585,20,0,True,42
permABC-SMC-OS,63655.46218487395,4.953721491228633,1.378964144521551,20,0,True,42
permABC-SMC-OS,91433.1896551724,3.051796118760931,0.9933517031961785,20,0,True,42
permABC-SMC-OS,144355.82822085894,8.86032496493287,0.7671116948004143,20,0,True,42
permABC-SMC-OS,252901.78571428568,7.35989807262307,0.5736615189200822,20,0,True,42
permABC-SMC-OS,410000.0,8.108864136792103,0.48008266394259436,20,0,True,42
permABC-SMC-OS,516792.4528301886,14.349166694677098,0.4258394045332266,20,0,True,42
permABC-SMC-UM,63046.72897196261,9.286068644479057,1.2137290320905405,20,0,True,42
permABC-SMC-UM,48559.633027522934,15.575912458087325,1.566231029664821,20,0,True,42
permABC-SMC-UM,24255.102040816324,4.2512945982874655,1.9765215697808638,20,0,True,42
permABC-SMC-UM,12738.983050847459,2.2785854743698897,2.5118098797540918,20,0,True,42
permABC-SMC-UM,5137.80260707635,1.3622536339573352,3.2279832364702594,20,0,True,42
permABC-SMC-UM,2460.024600246003,0.08465406492920674,4.079953108285351,20,0,True,42
permABC-SMC-UM,2066.115702479339,0.07281942554741852,5.083590114416953,20,0,True,42
