method,epsilon,n_sim,time,n_sim_raw,time_raw,abs_err_sigma2,abs_err_mu_mean,seed,K,K_outliers
ABC-SMC,9.315757915198555,223829.5302013423,12.711960517320056,3335060.0,9.470410585403442,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,225171.8120805369,12.731011921927433,3355060.0,9.484603881835938,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,226514.09395973154,12.753816258987325,3375060.0,9.501593112945557,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,227856.37583892618,12.774804774546784,3395060.0,9.517229557037354,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,229198.6577181208,12.793773292695116,3415060.0,9.531361103057861,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,230540.93959731542,12.814932701571674,3435060.0,9.547124862670898,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,231883.22147651008,12.832391982110554,3455060.0,9.560132026672363,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,233225.50335570468,12.852093037342865,3475060.0,9.574809312820435,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,234567.78523489932,12.871840496191242,3495060.0,9.589521169662476,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,235910.06711409395,12.889020714983843,3515060.0,9.602320432662964,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,237252.3489932886,12.909846337849663,3535060.0,9.617835521697998,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,238594.63087248322,12.927767734399577,3555060.0,9.631186962127686,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,239936.91275167785,12.945969792820463,3575060.0,9.644747495651245,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,241279.1946308725,12.967511631498402,3595060.0,9.660796165466309,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,242621.47651006712,12.985192369294646,3615060.0,9.673968315124512,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,243963.75838926175,13.00651851116411,3635060.0,9.68985629081726,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,245306.04026845636,13.025486709287502,3655060.0,9.70398759841919,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,246648.32214765102,13.043020875661966,3675060.0,9.717050552368164,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,247990.60402684563,13.06373961019836,3695060.0,9.732486009597778,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,249332.88590604026,13.083503710343534,3715060.0,9.747210264205933,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,250675.1677852349,13.104353975129609,3735060.0,9.762743711471558,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,252017.44966442953,13.123868775847773,3755060.0,9.777282238006592,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,253359.73154362416,13.14456766883799,3775060.0,9.792702913284302,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,254702.0134228188,13.163193440277304,3795060.0,9.806579113006592,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,256044.29530201343,13.181274849296416,3815060.0,9.82004976272583,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,257386.57718120806,13.202452179569526,3835060.0,9.835826873779297,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,258728.85906040267,13.22036813569549,3855060.0,9.84917426109314,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,260071.14093959733,13.240643315667274,3875060.0,9.86427927017212,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,261413.42281879197,13.258926340397572,3895060.0,9.877900123596191,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,262755.7046979866,13.276457946572528,3915060.0,9.890961170196533,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,264097.9865771812,13.297338613727748,3935060.0,9.906517267227173,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,265440.26845637587,13.315594756363222,3955060.0,9.9201180934906,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,266782.5503355705,13.333940185956505,3975060.0,9.933785438537598,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,268124.8322147651,13.355033349670821,3995060.0,9.94949984550476,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,269467.1140939597,13.37248462958624,4015060.0,9.962501049041748,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,270809.3959731544,13.393270249334758,4035060.0,9.977986335754395,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,272151.677852349,13.412609676386685,4055060.0,9.992394208908081,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,273493.9597315436,13.43148250707844,4075060.0,10.006454467773438,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,274836.2416107382,13.454555985111519,4095060.0,10.023644208908081,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,276178.5234899329,13.473521303010466,4115060.0,10.037773370742798,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,277520.80536912754,13.494277160439715,4135060.0,10.053236484527588,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,278863.08724832215,13.514351044725252,4155060.0,10.068191528320312,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,280205.3691275168,13.532793441874869,4175060.0,10.081931114196777,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,281547.6510067114,13.553473453393718,4195060.0,10.09733772277832,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,282889.932885906,13.571573743884196,4215060.0,10.110822439193726,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,284232.2147651006,13.592542097872535,4235060.0,10.126443862915039,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,285574.49664429534,13.613898962136084,4255060.0,10.142354726791382,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,286916.77852348995,13.63225783277678,4275060.0,10.156032085418701,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,288259.06040268455,13.654134097515335,4295060.0,10.172329902648926,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,289601.34228187916,13.671583457281125,4315060.0,10.185329675674438,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,290943.6241610738,13.693940399477146,4335060.0,10.201985597610474,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,292285.9060402685,13.714534644312506,4355060.0,10.217328310012817,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,293628.1879194631,13.732440039615504,4375060.0,10.23066782951355,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,294970.46979865775,13.753178935723016,4395060.0,10.246118307113647,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,296312.75167785236,13.771406596138974,4415060.0,10.259697914123535,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,297655.03355704696,13.791489121097845,4435060.0,10.274659395217896,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,298997.31543624157,13.816492349509424,4455060.0,10.293286800384521,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,300339.5973154363,13.836768169531087,4475060.0,10.30839228630066,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,301681.8791946309,13.856492266558961,4495060.0,10.323086738586426,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,303024.1610738255,13.877439498901367,4515060.0,10.338692426681519,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,304366.4429530201,13.896203521114067,4535060.0,10.35267162322998,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,305708.72483221476,13.917361009840997,4555060.0,10.368433952331543,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,307051.0067114094,13.936298485570306,4575060.0,10.382542371749878,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,308393.28859060403,13.956849847063923,4595060.0,10.397853136062622,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,309735.57046979864,13.975418334039265,4615060.0,10.411686658859253,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,311077.8523489933,13.99494529570509,4635060.0,10.426234245300293,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,312420.1342281879,14.016812599745373,4655060.0,10.442525386810303,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,313762.4161073825,14.03515738928878,4675060.0,10.456192255020142,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,315104.69798657723,14.057738348941674,4695060.0,10.473015069961548,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,316446.97986577183,14.077038092901242,4715060.0,10.487393379211426,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,317789.26174496644,14.097277430079927,4735060.0,10.502471685409546,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,319131.54362416104,14.118600371700007,4755060.0,10.518357276916504,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,320473.8255033557,14.136282389596005,4775060.0,10.531530380249023,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,321816.10738255037,14.1562692270983,4795060.0,10.546420574188232,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,323158.389261745,14.176430478192016,4815060.0,10.561440706253052,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,324500.6711409396,14.19443796145036,4835060.0,10.574856281280518,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,325842.95302013424,14.215165656685029,4855060.0,10.590298414230347,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,327185.23489932885,14.233029128721096,4875060.0,10.603606700897217,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,328527.51677852345,14.251111177790085,4895060.0,10.617077827453613,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,329869.7986577181,14.272799907914745,4915060.0,10.633235931396484,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,331212.0805369128,14.290282550274126,4935060.0,10.646260499954224,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,332554.3624161074,14.310696301044235,4955060.0,10.661468744277954,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,333896.644295302,14.328692903454671,4975060.0,10.67487621307373,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,335238.92617449665,14.346245311250623,4995060.0,10.687952756881714,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,336581.2080536913,14.367673541075431,5015060.0,10.703916788101196,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,337923.4899328859,14.38537764069218,5035060.0,10.717106342315674,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,339265.7718120805,14.403796676021294,5055060.0,10.730828523635864,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,340608.0536912752,14.424446285170996,5075060.0,10.746212482452393,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,341950.3355704698,14.441542337404801,5095060.0,10.758949041366577,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,343292.6174496644,14.462872639598462,5115060.0,10.774840116500854,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,344634.89932885906,14.482360238196867,5135060.0,10.789358377456665,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,345977.1812080537,14.50192336268073,5155060.0,10.803932905197144,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,347319.4630872483,14.52361369293008,5175060.0,10.82009220123291,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,348661.74496644293,14.541745665889458,5195060.0,10.833600521087646,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,350004.0268456376,14.562523285014517,5215060.0,10.849079847335815,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,351346.30872483226,14.582526763813608,5235060.0,10.863982439041138,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,352688.59060402686,14.600027327569538,5255060.0,10.877020359039307,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,354030.87248322146,14.620460279835951,5275060.0,10.892242908477783,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,355373.1543624161,14.637825473042941,5295060.0,10.905179977416992,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,356715.43624161073,14.655788152809912,5315060.0,10.918562173843384,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,358057.71812080534,14.677925877923133,5335060.0,10.935054779052734,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,359400.0,14.695727585146091,5355060.0,10.948317050933838,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,360742.28187919466,14.716214301602154,5375060.0,10.963579654693604,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,362084.56375838927,14.733701424310672,5395060.0,10.97660756111145,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,363426.8456375839,14.750384644373952,5415060.0,10.989036560058594,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,364769.1275167785,14.771501809958643,5435060.0,11.00476884841919,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,366111.4093959732,14.790111260126102,5455060.0,11.018632888793945,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,367453.6912751678,14.80772351258553,5475060.0,11.03175401687622,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,368795.9731543624,14.828993970115713,5495060.0,11.047600507736206,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,370138.25503355707,14.846898085318955,5515060.0,11.060939073562622,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,371480.5369127517,14.864856924786663,5535060.0,11.074318408966064,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,372822.8187919463,14.88822162551368,5555060.0,11.09172511100769,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,374165.10067114094,14.905701707673552,5575060.0,11.104747772216797,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,375507.3825503356,14.925793833380578,5595060.0,11.11971640586853,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,376849.6644295302,14.944522972874994,5615060.0,11.13366961479187,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,378191.9463087248,14.961464773088494,5635060.0,11.146291255950928,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,379534.2281879194,14.983866518775889,5655060.0,11.162980556488037,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,380876.5100671141,15.002473728768777,5675060.0,11.17684292793274,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,382218.79194630875,15.020900444696414,5695060.0,11.190570831298828,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,383561.07382550335,15.040026415114436,5715060.0,11.204819679260254,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,384903.355704698,15.05749433632665,5735060.0,11.217833280563354,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,386245.6375838926,15.079079698396209,5755060.0,11.233914375305176,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,387587.9194630872,15.099270711809197,5775060.0,11.248956680297852,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,388930.2013422819,15.11878615257724,5795060.0,11.263495683670044,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,390272.48322147655,15.140335031803824,5815060.0,11.279549598693848,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,391614.76510067115,15.162013521130453,5835060.0,11.295700073242188,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,392957.04697986576,15.186502469466037,5855060.0,11.313944339752197,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,394299.32885906036,15.208359212683352,5875060.0,11.330227613449097,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,395641.610738255,15.23471518650951,5895060.0,11.349862813949585,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,396983.8926174497,15.255204783190017,5915060.0,11.365127563476562,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,398326.1744966443,15.280905025917411,5935060.0,11.384274244308472,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,399668.4563758389,15.304463021707216,5955060.0,11.401824951171875,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,401010.73825503356,15.32572291841443,5975060.0,11.41766357421875,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,402353.02013422817,15.349374681511181,5995060.0,11.43528413772583,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,403695.3020134228,15.370876197046881,6015060.0,11.451302766799927,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,405037.5838926175,15.39574021461026,6035060.0,11.469826459884644,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,406379.8657718121,15.41703051368662,6055060.0,11.485687732696533,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,407722.1476510067,15.44359930409681,6075060.0,11.505481481552124,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,409064.4295302013,15.467353795198786,6095060.0,11.523178577423096,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,410406.71140939597,15.492951309920958,6115060.0,11.542248725891113,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,411748.99328859063,15.515165841019394,6135060.0,11.558798551559448,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,413091.27516778524,15.536967539947304,6155060.0,11.575040817260742,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,414433.55704697984,15.561403684168054,6175060.0,11.5932457447052,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,415775.8389261745,15.580143064460499,6195060.0,11.607206583023071,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,417118.1208053691,15.603725702170559,6215060.0,11.624775648117065,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,418460.40268456377,15.622565570293657,6235060.0,11.638811349868774,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,419802.6845637584,15.642667936798711,6255060.0,11.653787612915039,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,421144.96644295304,15.665971192737553,6275060.0,11.671148538589478,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,422487.24832214764,15.683978675995895,6295060.0,11.684564113616943,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,423829.53020134225,15.704629245220415,6315060.0,11.699948787689209,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,425171.8120805369,15.722431592493251,6335060.0,11.71321153640747,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,426514.0939597316,15.739827188069388,6355060.0,11.726171255111694,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,427856.3758389262,15.761637847695575,6375060.0,11.742420196533203,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,429198.6577181208,15.779000160678121,6395060.0,11.7553551197052,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,430540.93959731545,15.798181175385544,6415060.0,11.769644975662231,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,431883.22147651005,15.819119447029676,6435060.0,11.78524398803711,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,433225.5033557047,15.837479277745189,6455060.0,11.798922061920166,0.18528054408442807,3.208204367815889,42,20,4
ABC-SMC,9.315757915198555,434567.7852348993,15.859059199390794,6475060.0,11.814999103546143,0.1852805440844274,3.20820436781589,42,20,4
ABC-SMC,9.315757915198555,435910.067114094,15.878790016942375,6495060.0,11.82969856262207,0.18528054408442807,3.208204367815889,42,20,4
