group,method,seed,runtime_sec,n_sim_total,eps_final,sigma2_true,sigma2_est,abs_err_sigma2,mu_mean_true,mu_mean_est,abs_err_mu_mean,status,note
all,ABC-Vanilla,0,1.5961222648620605,266.0,11.131262571986404,1.3879248474698098,1.170616902202508,0.2173079452673019,1.8473703134960329,26.49443022704652,24.64705991355049,ok,
all,permABC-Vanilla,0,2.1643097400665283,122.0,11.131262571986404,1.3879248474698098,1.3553753709653173,0.03254947650449247,1.8473703134960329,0.7320150703012036,1.1153552431948293,ok,
all,ABC-SMC,0,0.2926063537597656,944.0,23.164817360603635,1.3879248474698098,1.3709094299655311,0.017015417504278707,1.8473703134960329,-0.31960665895892426,2.166976972454957,ok,
all,ABC-PMC,0,158.6849901676178,534736.0,0.6817619830085997,1.3879248474698098,0.9854429797001387,0.4024818677696711,1.8473703134960329,1.7922523060659767,0.055118007430056126,ok,
all,permABC-SMC,0,1.144207239151001,1232.0,19.160236002956466,1.3879248474698098,1.2345167206461714,0.15340812682363847,1.8473703134960329,1.3232061815239873,0.5241641319720456,ok,
