method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-SMC,543360.0,45.835795879364014,9.062128536773425,20,4,True,0
ABC-SMC,540910.8910891089,45.394680582650814,9.062128536773425,20,4,True,0
ABC-SMC,543841.5841584158,45.40715512662831,9.062128536773425,20,4,True,0
ABC-SMC,546772.2772277227,45.419861538575425,9.062128536773425,20,4,True,0
ABC-SMC,546995.0738916256,45.20876595539412,9.062128536773425,20,4,True,0
ABC-SMC,547215.6862745099,44.99979971670637,9.062128536773425,20,4,True,0
ABC-SMC,550117.6470588235,45.012262229825936,9.062128536773425,20,4,True,0
ABC-SMC,547650.4854368932,44.587543635692406,9.062128536773425,20,4,True,0
ABC-SMC,545230.7692307692,44.17108715726779,9.062128536773425,20,4,True,0
ABC-SMC,540284.3601895735,43.555251568979564,9.062128536773425,20,4,True,0
ABC-SMC,543090.047393365,43.56738266786693,9.062128536773425,20,4,True,0
ABC-SMC,543320.7547169811,43.3738464454435,9.062128536773425,20,4,True,0
ABC-SMC,543549.295774648,43.18220044525576,9.062128536773425,20,4,True,0
ABC-SMC,541246.511627907,42.79238135315651,9.062128536773425,20,4,True,0
ABC-SMC,541481.4814814816,42.60620712130158,9.062128536773425,20,4,True,0
ABC-SMC,544222.2222222221,42.61800668857716,9.062128536773425,20,4,True,0
ABC-SMC,541944.9541284404,42.248007245020034,9.062128536773425,20,4,True,0
ABC-SMC,539709.0909090909,41.87549330971458,9.062128536773425,20,4,True,0
ABC-SMC,539945.701357466,41.697663203623506,9.062128536773425,20,4,True,0
ABC-SMC,542624.4343891402,41.708993911743164,9.062128536773425,20,4,True,0
ABC-SMC,545303.1674208145,41.720571938683,9.062128536773425,20,4,True,0
ABC-SMC,543067.264573991,41.35794302807795,9.062128536773425,20,4,True,0
ABC-SMC,545721.9730941703,41.369445922663395,9.062128536773425,20,4,True,0
ABC-SMC,543502.2222222222,41.013103008270264,9.062128536773425,20,4,True,0
ABC-SMC,538947.3684210525,40.48461433042559,9.062128536773425,20,4,True,0
ABC-SMC,539179.03930131,40.31892712980378,9.062128536773425,20,4,True,0
ABC-SMC,537073.5930735931,39.980947971343994,9.062128536773425,20,4,True,0
ABC-SMC,535004.2918454935,39.64937137431853,9.062128536773425,20,4,True,0
ABC-SMC,537545.0643776824,39.66106242887964,9.062128536773425,20,4,True,0
ABC-SMC,537777.7777777778,39.502538880731294,9.062128536773425,20,4,True,0
ABC-SMC,540307.6923076921,39.51340429803244,9.062128536773425,20,4,True,0
ABC-SMC,540527.6595744682,39.35594305079035,9.062128536773425,20,4,True,0
ABC-SMC,543046.8085106383,39.3667832333991,9.062128536773425,20,4,True,0
ABC-SMC,543254.2372881357,39.210844090429404,9.062128536773425,20,4,True,0
