method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.013769471883773804,16.731120238986296,20,0,True,0
ABC-Vanilla,2154.4346900318833,0.029665427889820947,9.406239712248823,20,0,True,0
ABC-Vanilla,4641.588833612778,0.0639122269404696,8.470628540883848,20,0,True,0
ABC-Vanilla,10000.0,0.13769471883773804,7.827573784688562,20,0,True,0
ABC-Vanilla,21544.346900318837,0.29665427889820956,7.316541843367437,20,0,True,0
ABC-Vanilla,46415.88833612777,0.6391222694046957,6.888174502897329,20,0,True,0
ABC-Vanilla,100000.0,1.3769471883773805,6.513798609752324,20,0,True,0
ABC-Vanilla,215443.4690031882,2.966542788982093,6.174975151515696,20,0,True,0
ABC-Vanilla,464158.8833612778,6.391222694046959,5.867587793238121,20,0,True,0
ABC-Vanilla,1000000.0,13.769471883773804,5.587702421608967,20,0,True,0
permABC-Vanilla,1000.0,0.02792476606369019,9.39863184804387,20,0,True,0
permABC-Vanilla,2154.4346900318833,0.06016208471863922,2.832097374259222,20,0,True,0
permABC-Vanilla,4641.588833612778,0.12961528234247344,2.2975373977174094,20,0,True,0
permABC-Vanilla,10000.0,0.2792476606369019,1.98367545153348,20,0,True,0
permABC-Vanilla,21544.346900318837,0.6016208471863923,1.7628406808467614,20,0,True,0
permABC-Vanilla,46415.88833612777,1.296152823424734,1.5934081159211526,20,0,True,0
permABC-Vanilla,100000.0,2.7924766063690187,1.45402246044536,20,0,True,0
permABC-Vanilla,215443.4690031882,6.016208471863918,1.336048586252469,20,0,True,0
permABC-Vanilla,464158.8833612778,12.961528234247343,1.2336135484323758,20,0,True,0
permABC-Vanilla,1000000.0,27.924766063690186,1.1477974389885548,20,0,True,0
ABC-SMC,950.0,0.12185239791870117,11.739164281449623,20,0,True,0
ABC-SMC,1852.0,0.23459419012069702,11.280863051554336,20,0,True,0
ABC-SMC,2708.0,0.34027652740478515,10.97579050802421,20,0,True,0
ABC-SMC,3521.0,0.45448908805847166,10.717313450473782,20,0,True,0
ABC-SMC,4293.0,0.5607600450515746,10.519949920248582,20,0,True,0
ABC-SMC,5026.0,0.6755517482757568,10.353346068462878,20,0,True,0
ABC-SMC,5722.0,0.7843228459358216,10.246705472491657,20,0,True,0
ABC-SMC,6383.0,0.8926506519317627,10.11566115503914,20,0,True,0
ABC-SMC,7011.0,1.0003520965576174,9.92470850150775,20,0,True,0
ABC-SMC,7607.0,1.106346881389618,9.798834560851654,20,0,True,0
ABC-SMC,8173.0,1.2320576190948487,9.713073865932227,20,0,True,0
ABC-SMC,8710.0,1.348034918308258,9.597450297127718,20,0,True,0
ABC-SMC,9220.0,1.4620855093002318,9.509010061641133,20,0,True,0
ABC-SMC,21072.164948453606,3.266732151975337,9.39744147527864,20,0,True,0
ABC-SMC,22983.539094650212,3.2721660264725556,9.325192402696944,20,0,True,0
ABC-SMC,24788.501026694044,3.2716648779365807,9.274108347854002,20,0,True,0
ABC-SMC,26437.62781186094,3.271591322066106,9.201438627610097,20,0,True,0
ABC-SMC,28044.897959183672,3.4990558332326462,9.113163419779045,20,0,True,0
ABC-SMC,29504.065040650406,3.718927551091202,9.045531857630081,20,0,True,0
ABC-SMC,30812.121212121212,3.9384724395443698,8.989501617369717,20,0,True,0
ABC-SMC,32226.262626262625,4.164610222132519,8.942981418362361,20,0,True,0
ABC-SMC,33504.03225806452,4.402847515959893,8.894397097155576,20,0,True,0
ABC-SMC,34708.249496981894,4.620616824574154,8.821615311218753,20,0,True,0
ABC-SMC,35773.547094188376,4.832858910302599,8.761971442952483,20,0,True,0
ABC-SMC,36772.45508982036,5.042889446555497,8.719386797666038,20,0,True,0
ABC-SMC,37630.95238095238,5.241171755487957,8.64268864239051,20,0,True,0
ABC-SMC,38652.77777777778,5.461204903466361,8.607247754007037,20,0,True,0
ABC-SMC,80317.64705882352,10.806795195037243,8.557716636277512,20,0,True,0
ABC-SMC,83396.88715953307,11.174963884316528,8.477192211124507,20,0,True,0
ABC-SMC,84942.96577946769,11.404743031403864,8.442435114877782,20,0,True,0
ABC-SMC,87558.49056603771,11.760177612304686,8.375553133776291,20,0,True,0
ABC-SMC,89977.52808988764,12.110966377043992,8.318518569734003,20,0,True,0
ABC-SMC,92563.43283582089,12.498895001055589,8.285652260818692,20,0,True,0
ABC-SMC,94992.56505576207,12.882280305415721,8.241998531829386,20,0,True,0
ABC-SMC,97270.37037037038,13.262022645385178,8.202829066773546,20,0,True,0
ABC-SMC,99398.52398523985,13.63811646880259,8.172006563534552,20,0,True,0
ABC-SMC,101018.31501831501,14.010210438962382,8.121701854300955,20,0,True,0
ABC-SMC,102501.81818181818,14.329230915416371,8.083258431311306,20,0,True,0
ABC-SMC,104610.90909090909,14.726649457758123,8.018800671890922,20,0,True,0
ABC-SMC,105467.62589928057,14.98116422042572,7.989736190014489,20,0,True,0
ABC-SMC,106971.32616487455,15.365739449805258,7.9633189404821465,20,0,True,0
ABC-SMC,108767.02508960574,15.767611696728668,7.947611939516771,20,0,True,0
ABC-SMC,217680.55555555553,30.59585284855631,7.916646561799052,20,0,True,0
ABC-SMC,224284.72222222222,31.37493994500902,7.859495909460421,20,0,True,0
ABC-SMC,227445.20547945207,31.75355996171089,7.806998778795228,20,0,True,0
ABC-SMC,228718.12080536914,32.011520782573115,7.800617264708765,20,0,True,0
ABC-SMC,231178.80794701987,32.37252416989661,7.7314900243880995,20,0,True,0
ABC-SMC,236410.59602649006,33.10942223529942,7.689805037343553,20,0,True,0
ABC-SMC,238222.22222222222,33.43977912578707,7.653201637264336,20,0,True,0
ABC-SMC,239748.38709677418,33.76579846105268,7.6145774235679395,20,0,True,0
ABC-SMC,242576.92307692306,34.29742478407346,7.572888473863602,20,0,True,0
ABC-SMC,245191.08280254778,34.82232207705261,7.560963110754847,20,0,True,0
ABC-SMC,249165.6050955414,35.51196216777632,7.529066842877662,20,0,True,0
ABC-SMC,251379.74683544302,36.04454941387418,7.514274700225432,20,0,True,0
ABC-SMC,255012.6582278481,36.751213632052455,7.50138412235047,20,0,True,0
ABC-SMC,256836.47798742141,37.37174782363124,7.477571927074601,20,0,True,0
ABC-SMC,256888.19875776398,37.630109979499196,7.463648896799445,20,0,True,0
ABC-SMC,465483.51648351655,66.64988811199483,7.446546923609618,20,0,True,0
ABC-SMC,465892.4731182796,66.48760982739029,7.383091599106244,20,0,True,0
ABC-SMC,476000.00000000006,67.68981038883169,7.362842306684306,20,0,True,0
ABC-SMC,480680.8510638298,68.21410922293967,7.337596677969186,20,0,True,0
ABC-SMC,484863.15789473685,68.73800277709961,7.325686847034877,20,0,True,0
ABC-SMC,483494.8453608247,68.53938115011786,7.3181575188007395,20,0,True,0
ABC-SMC,481767.6767676768,68.33682951301036,7.28136811073029,20,0,True,0
ABC-SMC,484590.0,68.81799185276031,7.246217030131312,20,0,True,0
ABC-SMC,477621.359223301,67.90879837517599,7.242248291458554,20,0,True,0
ABC-SMC,466401.8691588785,65.50270630934529,7.226109981277679,20,0,True,0
ABC-SMC,472738.31775700935,66.54692398053463,7.206884456181316,20,0,True,0
ABC-SMC,474370.3703703704,67.0169292776673,7.159788556740107,20,0,True,0
ABC-SMC,471409.09090909094,67.08397973667492,7.099212413264299,20,0,True,0
ABC-SMC,472486.4864864865,67.53978986997862,7.083655019132569,20,0,True,0
ABC-SMC,469115.0442477875,67.3784816159611,7.068266735591936,20,0,True,0
ABC-SMC,465756.5217391303,66.25902186269344,7.0512670773628185,20,0,True,0
ABC-SMC,462350.42735042726,66.12588146812894,7.04764447933838,20,0,True,0
ABC-SMC,466700.85470085463,67.07834097055287,7.010932159768362,20,0,True,0
ABC-SMC,805855.0724637681,113.83529124052626,6.994100454271052,20,0,True,0
ABC-SMC,808042.8571428569,113.98474420819963,6.977003738639263,20,0,True,0
ABC-SMC,798375.0,112.48190701007843,6.968363856626724,20,0,True,0
ABC-SMC,768013.1578947369,108.12503962140333,6.935516633300075,20,0,True,0
ABC-SMC,779078.947368421,109.6127837896347,6.934561003127227,20,0,True,0
ABC-SMC,779376.6233766234,109.71631260661336,6.915050079067259,20,0,True,0
ABC-SMC,759675.0,107.08152398467064,6.883987734857296,20,0,True,0
ABC-SMC,768825.0,108.48576217889786,6.877160297686225,20,0,True,0
