method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-Vanilla,1000.0,0.015459597110748293,17.773744446878226,20,2,True,0
ABC-Vanilla,2154.4346900318833,0.033306692309312796,10.685319434184217,20,2,True,0
ABC-Vanilla,4641.588833612778,0.07175709332140165,9.710576547979427,20,2,True,0
ABC-Vanilla,10000.0,0.15459597110748294,9.033245486958185,20,2,True,0
ABC-Vanilla,21544.346900318837,0.333066923093128,8.488263489716225,20,2,True,0
ABC-Vanilla,46415.88833612777,0.7175709332140162,8.028786359755586,20,2,True,0
ABC-Vanilla,100000.0,1.5459597110748293,7.625671564935422,20,2,True,0
ABC-Vanilla,215443.4690031882,3.3306692309312775,7.2544607327967245,20,2,True,0
ABC-Vanilla,464158.8833612778,7.175709332140165,6.9330607738045575,20,2,True,0
ABC-Vanilla,1000000.0,15.459597110748293,6.630490921452581,20,2,True,0
permABC-Vanilla,1000.0,0.02792443799972534,11.022477556225878,20,2,True,0
permABC-Vanilla,2154.4346900318833,0.06016137792625281,3.909460050904581,20,2,True,0
permABC-Vanilla,4641.588833612778,0.1296137596044375,3.2382017950113053,20,2,True,0
permABC-Vanilla,10000.0,0.27924437999725343,2.819483328005588,20,2,True,0
permABC-Vanilla,21544.346900318837,0.6016137792625282,2.5113311245609093,20,2,True,0
permABC-Vanilla,46415.88833612777,1.2961375960443746,2.2668565391602145,20,2,True,0
permABC-Vanilla,100000.0,2.792443799972534,2.0609394822759257,20,2,True,0
permABC-Vanilla,215443.4690031882,6.016137792625277,1.8876659497061745,20,2,True,0
permABC-Vanilla,464158.8833612778,12.961375960443748,1.7354546174611052,20,2,True,0
permABC-Vanilla,1000000.0,27.924437999725342,1.5981894158267942,20,2,True,0
ABC-SMC,950.0,0.1203307032585144,13.113144126592509,20,2,True,0
ABC-SMC,1852.0,0.23352750539779665,12.61723753896078,20,2,True,0
ABC-SMC,2708.0,0.34624949693679813,12.320647868645187,20,2,True,0
ABC-SMC,3521.0,0.4610848784446716,12.096185383433923,20,2,True,0
ABC-SMC,4293.0,0.5744048357009888,11.930217946206264,20,2,True,0
ABC-SMC,5026.0,0.6823306322097777,11.793628246590352,20,2,True,0
ABC-SMC,5722.0,0.7928864240646362,11.649693911737954,20,2,True,0
ABC-SMC,6383.0,0.9015008687973023,11.487271012114322,20,2,True,0
ABC-SMC,7011.0,1.0075273036956787,11.357474231620014,20,2,True,0
ABC-SMC,7607.0,1.1157711386680602,11.210151822624589,20,2,True,0
