method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,kl_mu_avg,w2_sigma2,w2_mu_avg,sw2_joint,K,K_outliers,include_osum,seed
permABC-SMC,1228411.111111111,63.04524236255222,6633420.0,340.444308757782,0.8029728182037026,-1.4561636059075208e-09,490.2665582824961,24.99148362733049,0.14669247336191993,10.31951949657029,0.3420159308525479,2.3876059483319647,20,4,False,42
permABC-SMC,1171024.647887324,60.185599159187,6651420.0,341.85420322418213,0.8025018453260865,-1.4561636059075208e-09,489.51069037679196,24.99148362733049,0.1366389518344502,10.315329330940356,0.3338839986557264,2.389643426810477,20,4,False,42
permABC-SMC,1141886.98630137,58.62335595366073,6668620.0,342.36039876937866,0.8010520889262618,-1.4561636059075208e-09,489.1953257634169,24.99148362733049,0.13612932001666933,10.313784920731717,0.3311186718365294,2.3865874844276282,20,4,False,42
permABC-SMC,1099509.8684210528,56.53689052713545,6685020.0,343.7442944049835,0.79995951173321,-1.4561636059075208e-09,489.58267652827215,24.99148362733049,0.13584831433643876,10.317835573904318,0.3221839824810949,2.38651969742783,20,4,False,42
permABC-SMC,1077266.881028939,55.483612216937196,6700600.0,345.10806798934937,0.7971816581624842,-1.4561636059075208e-09,487.9582272927267,24.99148362733049,0.13455347339468177,10.30827981208925,0.31689717030376585,2.383277441810521,20,4,False,42
permABC-SMC,1055883.6477987422,54.473475390260326,6715420.0,346.45130348205566,0.7960105536303577,-1.4561636059075208e-09,488.6097859506058,24.99148362733049,0.1350496629019691,10.315199777788738,0.3213277017636277,2.3853646039326177,20,4,False,42
permABC-SMC,1038506.1728395062,53.52806938283238,6729520.0,346.8618896007538,0.7943947491710047,-1.4561636059075208e-09,486.85290014373817,24.99148362733049,0.13458566539598976,10.308396866816508,0.31971064939366084,2.3848137977496906,20,4,False,42
permABC-SMC,1024790.273556231,52.91194451978504,6743120.0,348.16059494018555,0.7922545782066742,-1.4561636059075208e-09,486.50608375546403,24.99148362733049,0.13874755589772164,10.30476586795829,0.3211695382518905,2.3853560342450053,20,4,False,42
permABC-SMC,1005366.0714285714,52.00516684424309,6756060.0,349.4747211933136,0.7913387418278608,-1.4561636059075208e-09,484.98886721860885,24.99148362733049,0.13365932897284225,10.295145049736474,0.3185166441857442,2.386760403946235,20,4,False,42
permABC-SMC,992439.8826979473,51.42584902799724,6768440.0,350.72429037094116,0.7894842853055576,-1.4561636059075208e-09,484.99061619425754,24.99148362733049,0.1410430466115187,10.29640710719792,0.3217309901401002,2.387926401799754,20,4,False,42
permABC-SMC,971392.5501432666,50.42788719379458,6780320.0,351.98665261268616,0.78830304371662,-1.4561636059075208e-09,485.2656312854732,24.99148362733049,0.14103902880704036,10.296545771578256,0.31703676741580955,2.3873022560809485,20,4,False,42
permABC-SMC,961983.0028328612,50.03218384032209,6791600.0,353.22721791267395,0.7877709103556753,-1.4561636059075208e-09,483.9353799483401,24.99148362733049,0.131141683243077,10.30357192593056,0.309943362379319,2.3943142940168296,20,4,False,42
permABC-SMC,936955.9228650138,48.81516892062731,6802300.0,354.3981263637543,0.7849318140466051,-1.4561636059075208e-09,482.0330586601484,24.99148362733049,0.13591889753806216,10.29949458222023,0.31535450780774105,2.3932531134183224,20,4,False,42
permABC-SMC,923097.5609756098,48.18196115778067,6812460.0,355.5828733444214,0.7832958075490244,-1.4561636059075208e-09,482.7410572912601,24.99148362733049,0.13958658040999677,10.305469590966123,0.31526716647207753,2.3931427287500595,20,4,False,42
permABC-SMC,1394379.5918367347,72.68740970261244,6832460.0,356.1683075428009,0.7814883898123236,-1.4561636059075208e-09,482.3198303231285,24.99148362733049,0.13066028210455066,10.301796762686086,0.31080216281145534,2.392688962802812,20,4,False,42
permABC-SMC,1312551.7241379307,68.51118647732496,6851520.0,357.62839341163635,0.7798590610943846,-1.4561636059075208e-09,482.2373534928455,24.99148362733049,0.1339345187779631,10.299891866404451,0.311616868928981,2.389646809095566,20,4,False,42
permABC-SMC,1276895.9107806687,66.73923429503316,6869700.0,359.05708050727844,0.7783985345628119,-1.4561636059075208e-09,481.6460353124944,24.99148362733049,0.1361371036820344,10.298376683181148,0.31369925786334096,2.3900097695478326,20,4,False,42
permABC-SMC,1265996.3235294118,66.28383788115838,6887020.0,360.5840780735016,0.775463127048993,-1.4561636059075208e-09,481.07013091713264,24.99148362733049,0.14054535351523845,10.300572404231296,0.31631012460857744,2.3922254477398845,20,4,False,42
permABC-SMC,1237182.7956989247,64.88072103069673,6903480.0,362.03442335128784,0.7732330564327207,-1.4561636059075208e-09,480.9396083824478,24.99148362733049,0.14441957424177,10.304751172691493,0.3200122711611061,2.394921623312664,20,4,False,42
permABC-SMC,1209646.8531468532,63.518839365952495,6919180.0,363.3277611732483,0.771151246289925,-1.4561636059075208e-09,481.1794411801217,24.99148362733049,0.1490752902883729,10.31026073175764,0.3220685288783116,2.3944911037416237,20,4,False,42
permABC-SMC,1183334.4709897612,62.101359782365414,6934340.0,363.91396832466125,0.7697631542038413,-1.4561636059075208e-09,481.4470174340538,24.99148362733049,0.1542416176762756,10.309099072932646,0.3259947914371178,2.395395207579716,20,4,False,42
permABC-SMC,1150456.9536423841,60.467602401379715,6948760.0,365.2243185043335,0.769599580825645,-1.4561636059075208e-09,480.29273105411744,24.99148362733049,0.14062905195311823,10.30489718198691,0.31675364270383255,2.394322384870419,20,4,False,42
permABC-SMC,1115778.8461538462,58.760490860694496,6962460.0,366.66546297073364,0.7668905926778143,-1.4561636059075208e-09,478.5518139109204,24.99148362733049,0.14503060630165784,10.294449823428758,0.3142784279773037,2.3916292756233797,20,4,False,42
permABC-SMC,1100246.0567823343,58.0354167459891,6975560.0,367.9445421695709,0.7646280005598648,-1.4561636059075208e-09,479.2224245209976,24.99148362733049,0.15066309562856445,10.30021731034962,0.317113386224816,2.3935408661984376,20,4,False,42
permABC-SMC,1085099.3788819876,57.35674692977289,6988040.0,369.3774502277374,0.7644943355032788,-1.4561636059075208e-09,478.81636585257473,24.99148362733049,0.15128238905288427,10.29687314505721,0.31563081779868424,2.389136291947273,20,4,False,42
permABC-SMC,1073610.4294478525,56.84460898849861,6999940.0,370.626850605011,0.7624045491018727,-1.4561636059075208e-09,479.38110302300777,24.99148362733049,0.1533615414977249,10.3134576771896,0.3144245144985041,2.3919214900309975,20,4,False,42
