method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,M0,K,K_outliers,include_osum,seed
ABC-SMC,874339.2539964478,1.2862567156288598,9845060.0,14.483250617980957,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,874250.0,1.28509909548658,9861540.0,14.495917797088623,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,875710.9929078014,1.2863659266884446,9878020.0,14.510207653045654,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,877171.9858156028,1.287460686467218,9894500.0,14.52255654335022,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,878632.9787234042,1.2885277998362874,9910980.0,14.53459358215332,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,880093.9716312058,1.289570099073099,9927460.0,14.546350717544556,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,881554.964539007,1.2906557490639652,9943940.0,14.558596849441528,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,883015.9574468086,1.2919833051397445,9960420.0,14.573571681976318,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,884476.9503546099,1.293078677874085,9976900.0,14.585927486419678,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,884369.911504425,1.2919959768784788,9993380.0,14.599554538726807,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,885828.318584071,1.2933396660121144,10009860.0,14.61473822593689,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,887286.725663717,1.2945290582369917,10026340.0,14.628178358078003,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,888745.132743363,1.2955694072014465,10042820.0,14.639934301376343,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,890203.539823009,1.2966788764548516,10059300.0,14.65247130393982,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,891661.9469026551,1.2977199427849424,10075780.0,14.664235353469849,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,891542.4028268553,1.2965003930216545,10092260.0,14.676384449005127,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,892998.2332155479,1.2977196344638462,10108740.0,14.690186262130737,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,894454.0636042404,1.2988287442143311,10125220.0,14.702741384506226,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,895909.893992933,1.2998391798444016,10141700.0,14.714179515838623,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,895783.0687830688,1.2985689930184177,10158180.0,14.725772380828857,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,897236.3315696649,1.299760791570001,10174660.0,14.739287376403809,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,898689.5943562611,1.3011256012756778,10191140.0,14.754764318466187,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,900142.8571428572,1.3021053040048642,10207620.0,14.765874147415161,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,901596.1199294532,1.3030785732168368,10224100.0,14.77691102027893,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,903049.3827160494,1.3041422270382943,10240580.0,14.788972854614258,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,904502.6455026455,1.3053132112694796,10257060.0,14.802251815795898,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,905955.9082892416,1.3064823663634177,10273540.0,14.815510034561157,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,905811.6197183098,1.3051538819998083,10290020.0,14.826548099517822,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,907262.323943662,1.3061300549708623,10306500.0,14.837637424468994,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,907115.9929701232,1.304930961823422,10322980.0,14.850114345550537,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,906970.1754385966,1.3038272815838197,10339460.0,14.863631010055542,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,908415.7894736843,1.3049300302538958,10355940.0,14.87620234489441,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,909861.4035087721,1.30595978937651,10372420.0,14.887941598892212,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,911307.0175438599,1.3069932920890945,10388900.0,14.899723529815674,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,911154.1155866901,1.3058457608398333,10405380.0,14.912758588790894,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,912597.1978984239,1.3071378141693812,10421860.0,14.927513837814331,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,914040.2802101577,1.3081299444422416,10438340.0,14.938843965530396,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,915483.3625218915,1.3091483383379134,10454820.0,14.95047402381897,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,916926.4448336253,1.310268216709331,10471300.0,14.963263034820557,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,918369.5271453592,1.3114302045618382,10487780.0,14.976532936096191,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,919812.609457093,1.3125784551617146,10504260.0,14.989645957946777,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,921255.6917688268,1.3135580381871106,10520740.0,15.000832796096802,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,921085.6643356644,1.3122839110714573,10537220.0,15.01252794265747,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,920916.2303664923,1.311143780253945,10553700.0,15.025707721710205,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,922354.2757417104,1.3123385569187986,10570180.0,15.039399862289429,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,923792.3211169286,1.3134356568621093,10586660.0,15.05197262763977,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,923618.4668989548,1.3121675531207893,10603140.0,15.06368350982666,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,923445.2173913043,1.3108517812645955,10619620.0,15.074795484542847,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,924878.2608695652,1.3119101317032524,10636100.0,15.086966514587402,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,926311.304347826,1.31304699441661,10652580.0,15.100040435791016,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,927744.3478260869,1.3141571749811587,10669060.0,15.112807512283325,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,929177.3913043478,1.3151737918024478,10685540.0,15.12449860572815,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,930610.4347826086,1.3161577971085257,10702020.0,15.135814666748047,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,930425.3472222221,1.3149758386943076,10718500.0,15.148521661758423,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,931855.9027777779,1.3161026562253633,10734980.0,15.161502599716187,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,931668.9774696707,1.3147768156160722,10751460.0,15.172524452209473,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,933097.0537261699,1.3157524723733938,10767940.0,15.183783531188965,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,934525.129982669,1.3168352935301781,10784420.0,15.196279287338257,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,935953.2062391682,1.3178698731460439,10800900.0,15.208218336105347,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,937381.2824956672,1.3189956881557843,10817380.0,15.221210241317749,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,937185.1211072666,1.3176145644336426,10833860.0,15.231624364852905,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,936989.6373056996,1.3163172313380531,10850340.0,15.242953538894653,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,938412.7806563041,1.3173129274437467,10866820.0,15.254483699798584,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,939835.9240069087,1.318343068651585,10883300.0,15.266412734985352,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,941259.0673575131,1.3194278937753208,10899780.0,15.278975009918213,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,942682.2107081176,1.3204070776443615,10916260.0,15.290313959121704,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,944105.3540587222,1.3214038031912427,10932740.0,15.30185604095459,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,945528.4974093265,1.3224657335429613,10949220.0,15.31415319442749,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,946951.6407599311,1.3237180899256047,10965700.0,15.328655481338501,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,946739.6551724138,1.3229294480948612,10982180.0,15.34598159790039,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,946528.3993115319,1.3218531510095382,10998660.0,15.359933614730835,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,947946.6437177281,1.3229729386492153,11015140.0,15.372945547103882,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,949364.8881239243,1.3240805181086372,11031620.0,15.385815620422363,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,950783.1325301206,1.3252056404153163,11048100.0,15.398889541625977,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,952201.3769363167,1.326253840927413,11064580.0,15.411069631576538,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,951981.0996563575,1.3249099254608157,11081060.0,15.421951532363892,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,953396.907216495,1.3259997892215902,11097540.0,15.434637546539307,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,953174.9571183533,1.3248498607458832,11114020.0,15.447749376296997,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,954588.3361921097,1.3260892488535232,11130500.0,15.46220064163208,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,956001.7152658663,1.32717562785075,11146980.0,15.474867820739746,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,957415.0943396227,1.3281483592954344,11163460.0,15.486209869384766,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,958828.4734133792,1.3292200569427646,11179940.0,15.498705863952637,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,960241.8524871354,1.330283268851645,11196420.0,15.51110291481018,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,961655.231560892,1.3313928558323436,11212900.0,15.524040699005127,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,963068.6106346484,1.3323584715252674,11229380.0,15.53529977798462,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,964481.9897084049,1.3333363353081469,11245860.0,15.546701669692993,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,964241.4383561644,1.3321147797858879,11262340.0,15.55910062789917,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,965652.397260274,1.3332367963986855,11278820.0,15.572205781936646,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,967063.3561643836,1.3343729180832433,11295300.0,15.58547568321228,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,968474.3150684931,1.3353728472369992,11311780.0,15.59715485572815,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,968227.3504273504,1.334063823406513,11328260.0,15.608546733856201,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,967981.2286689421,1.3328160849040687,11344740.0,15.620604515075684,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,969387.372013652,1.3338639671078316,11361220.0,15.632885694503784,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,970793.5153583619,1.3349888674635126,11377700.0,15.646069526672363,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,972199.6587030718,1.3361080718121838,11394180.0,15.659186601638794,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,973605.8020477818,1.3379154962077486,11410660.0,15.68036961555481,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,975011.9453924916,1.34155841817628,11427140.0,15.723064661026001,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,974754.6848381603,1.3460775656432067,11443620.0,15.802950620651245,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,976158.4327086884,1.347515550545168,11460100.0,15.819832563400269,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,977562.1805792165,1.3491619790839176,11476580.0,15.83916163444519,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,978965.9284497446,1.3509815961782532,11493060.0,15.86052393913269,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,980369.6763202727,1.352177425787437,11509540.0,15.874562978744507,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,978439.728353141,1.3487057491555074,11526020.0,15.88775372505188,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,979838.7096774194,1.3497743420366115,11542500.0,15.900341749191284,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,981237.6910016978,1.350801565853566,11558980.0,15.912442445755005,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,982636.6723259762,1.351812699452321,11575460.0,15.92435359954834,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,984035.6536502546,1.3528530180757843,11591940.0,15.93660855293274,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,983764.4067796612,1.351582094774408,11608420.0,15.948668718338013,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,985161.0169491527,1.3525862410917122,11624900.0,15.960517644882202,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,986557.6271186442,1.3536998781107241,11641380.0,15.973658561706543,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,987954.2372881358,1.3547265731682214,11657860.0,15.98577356338501,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,989350.8474576273,1.3559083615319205,11674340.0,15.99971866607666,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,990747.4576271188,1.3569617473472986,11690820.0,16.01214861869812,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,992144.0677966103,1.3579629437398104,11707300.0,16.02396273612976,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,991859.5600676818,1.3566992811341778,11723780.0,16.03618550300598,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,991576.0135135135,1.3556399860897579,11740260.0,16.050777435302734,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,992967.9054054054,1.356745491156707,11756740.0,16.06386661529541,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,994359.7972972973,1.3577318070708095,11773220.0,16.075544595718384,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,995751.6891891891,1.3586912606213544,11789700.0,16.086904525756836,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,995462.0573355817,1.357462353891305,11806180.0,16.09950351715088,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,996851.6020236087,1.3586125325593739,11822660.0,16.113144636154175,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,996560.6060606062,1.3573885365367337,11839140.0,16.125775814056396,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,997947.8114478115,1.3583483920755615,11855620.0,16.137178897857666,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,999335.016835017,1.3592940789681898,11872100.0,16.14841365814209,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,1000722.2222222224,1.360343481956508,11888580.0,16.16088056564331,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,1000425.2100840338,1.3592572773204132,11905060.0,16.175161600112915,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,1001810.0840336137,1.3602325695903363,11921540.0,16.186767578125,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,1001511.7449664429,1.3588597910516214,11938020.0,16.197608709335327,9.185427812179915,-1.4561636059075208e-09,16221.124369524052,24.99148362733049,,20,4,True,42
ABC-SMC,1001144.05360134,1.357564634613855,11953660.0,16.20932173728943,9.185389241689812,-1.4561636059075208e-09,15600.536443901821,24.99148362733049,,20,4,True,42
ABC-SMC,1002386.9346733668,1.3585888161331765,11968500.0,16.221550464630127,9.141474873426636,-1.4561636059075208e-09,15494.953373527274,24.99148362733049,,20,4,True,42
ABC-SMC,1003566.1641541038,1.3645755785394154,11982580.0,16.29303240776062,9.075835239396456,-1.4561636059075208e-09,15425.059385624383,24.99148362733049,,20,4,True,42
ABC-SMC,1004685.0921273031,1.370285823317229,11995940.0,16.361212730407715,9.037476038372576,-1.4561636059075208e-09,15412.02802913847,24.99148362733049,,20,4,True,42
ABC-SMC,1005747.0686767169,1.3760059323143121,12008620.0,16.429510831832886,9.003469784941416,-1.4561636059075208e-09,15418.824874442547,24.99148362733049,,20,4,True,42
ABC-SMC,1006782.244556114,1.3818029981961402,12020980.0,16.498727798461914,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1007817.4204355109,1.3826969081233293,12033340.0,16.509401082992554,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1008852.5963149078,1.3836801551294886,12045700.0,16.521141052246094,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1009887.7721943049,1.3844453909089616,12058060.0,16.530277967453003,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1010922.9480737018,1.385299005300755,12070420.0,16.540470123291016,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1011958.1239530988,1.386088542203408,12082780.0,16.54989719390869,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1012993.2998324959,1.3870277396797934,12095140.0,16.561111211776733,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1012332.7759197326,1.3856193293695866,12107500.0,16.572007179260254,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1013366.2207357861,1.386636714871512,12119860.0,16.58417510986328,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1014399.6655518396,1.3874679504828311,12132220.0,16.594116687774658,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1013737.896494157,1.3859610724727778,12144580.0,16.603813648223877,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1014769.6160267112,1.386804572727923,12156940.0,16.613918781280518,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1015801.3355592655,1.3877057272922215,12169300.0,16.624714612960815,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1016833.0550918197,1.3887015527397244,12181660.0,16.6366446018219,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1017864.7746243739,1.3894852692376394,12194020.0,16.64603352546692,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1018896.4941569283,1.3903231772039093,12206380.0,16.656071662902832,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1019928.2136894825,1.3911160682398012,12218740.0,16.665570497512817,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1020959.9332220367,1.3919789723442473,12231100.0,16.675908088684082,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1021991.652754591,1.3930222824937313,12243460.0,16.688406944274902,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1023023.3722871452,1.3939235365649496,12255820.0,16.699203968048096,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1020647.2545757071,1.3901294368674075,12268180.0,16.70935583114624,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1021675.540765391,1.3909303804800632,12280540.0,16.71898317337036,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1022703.8269550749,1.3917887865406107,12292900.0,16.72930121421814,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1023732.1131447587,1.392890371617779,12305260.0,16.742542266845703,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1024760.3993344426,1.3939377273775375,12317620.0,16.755131483078003,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1025788.6855241265,1.3946980485900269,12329980.0,16.764270544052124,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1025111.2956810632,1.3931567486734486,12342340.0,16.77360725402832,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1026137.8737541529,1.3939079850219018,12354700.0,16.782652139663696,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1027164.4518272426,1.3946997762914513,12367060.0,16.792185306549072,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1028191.0299003323,1.3954580820280056,12379420.0,16.801315307617188,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
ABC-SMC,1029217.607973422,1.396167634729531,12391780.0,16.809858322143555,8.981282579339144,-1.4561636059075208e-09,15333.995354181356,24.99148362733049,,20,4,True,42
