method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,M0,K,K_outliers,include_osum,seed
ABC-SMC,220612.676056338,1.2270997107868464,626540.0,3.4849631786346436,10.496613900080455,-1.4561636059075208e-09,20930.272599857843,24.99148362733049,,20,4,True,42
ABC-SMC,222613.79310344826,1.226248001230174,645580.0,3.556119203567505,10.480462392156422,-1.4561636059075208e-09,20442.805863331356,24.99148362733049,,20,4,True,42
ABC-SMC,227280.82191780824,1.242706302094133,663660.0,3.628702402114868,10.367418850665686,-1.4561636059075208e-09,20187.51250588472,24.99148362733049,,20,4,True,42
ABC-SMC,231571.42857142858,1.280382214760294,680820.0,3.7643237113952637,10.31902666152194,-1.4561636059075208e-09,19880.948807153276,24.99148362733049,,20,4,True,42
ABC-SMC,230867.54966887418,1.3000432229199945,697220.0,3.926130533218384,10.27549613314179,-1.4561636059075208e-09,20071.800371282585,24.99148362733049,,20,4,True,42
ABC-SMC,234513.15789473685,1.3148053696281032,712920.0,3.9970083236694336,10.230928046896192,-1.4561636059075208e-09,19640.88980828919,24.99148362733049,,20,4,True,42
ABC-SMC,236344.15584415584,1.3205611860597288,727940.0,4.067328453063965,10.219440161875013,-1.4561636059075208e-09,19608.98764899671,24.99148362733049,,20,4,True,42
ABC-SMC,237916.66666666666,1.3274732308510022,742300.0,4.141716480255127,10.185633630531274,-1.4561636059075208e-09,19702.11290160512,24.99148362733049,,20,4,True,42
ABC-SMC,239246.83544303797,1.3340978682795657,756020.0,4.215749263763428,10.160885074472239,-1.4561636059075208e-09,19483.206328681426,24.99148362733049,,20,4,True,42
ABC-SMC,243373.41772151898,1.356890986237345,769060.0,4.28777551651001,10.14131250371589,-1.4561636059075208e-09,19411.453050701894,24.99148362733049,,20,4,True,42
ABC-SMC,247348.10126582277,1.3602228858802892,781620.0,4.298304319381714,10.128601709177673,-1.4561636059075208e-09,19654.092572693397,24.99148362733049,,20,4,True,42
ABC-SMC,248000.0,1.3660585135221481,793600.0,4.371387243270874,10.121048291236526,-1.4561636059075208e-09,19785.888867738337,24.99148362733049,,20,4,True,42
ABC-SMC,250024.8447204969,1.382223345478129,805080.0,4.450759172439575,10.111558085806776,-1.4561636059075208e-09,19151.352188158602,24.99148362733049,,20,4,True,42
ABC-SMC,251858.02469135803,1.3977604883688468,816020.0,4.5287439823150635,10.100241560278207,-1.4561636059075208e-09,18784.48697408501,24.99148362733049,,20,4,True,42
ABC-SMC,255098.76543209876,1.422404948575997,826520.0,4.6085920333862305,10.080006779237806,-1.4561636059075208e-09,18929.668834414362,24.99148362733049,,20,4,True,42
ABC-SMC,255036.58536585362,1.4285195164564177,836520.0,4.685544013977051,10.04336578753924,-1.4561636059075208e-09,18819.30793463024,24.99148362733049,,20,4,True,42
ABC-SMC,441505.1546391753,2.422540826895802,856520.0,4.6997292041778564,10.031585623775184,-1.4561636059075208e-09,18670.88832016967,24.99148362733049,,20,4,True,42
ABC-SMC,442212.1212121212,2.412210690854776,875580.0,4.776177167892456,10.017229437779175,-1.4561636059075208e-09,18119.507609305016,24.99148362733049,,20,4,True,42
ABC-SMC,442504.95049504953,2.4020897279871574,893860.0,4.852221250534058,9.95511482969213,-1.4561636059075208e-09,17988.518427928466,24.99148362733049,,20,4,True,42
ABC-SMC,442398.0582524272,2.3900768131885712,911340.0,4.923558235168457,9.943782017919858,-1.4561636059075208e-09,18034.477429678816,24.99148362733049,,20,4,True,42
ABC-SMC,450475.72815533984,2.4232000980562374,927980.0,4.99179220199585,9.929111490018945,-1.4561636059075208e-09,18225.829757146734,24.99148362733049,,20,4,True,42
ABC-SMC,433000.0,2.3213973832786627,943940.0,5.060646295547485,9.89563036547476,-1.4561636059075208e-09,18068.32802957754,24.99148362733049,,20,4,True,42
ABC-SMC,436045.4545454546,2.3310563781044698,959300.0,5.128324031829834,9.8852441133608,-1.4561636059075208e-09,18073.569311481908,24.99148362733049,,20,4,True,42
ABC-SMC,438684.6846846847,2.341595963314847,973880.0,5.19834303855896,9.863175566503445,-1.4561636059075208e-09,17740.424703375556,24.99148362733049,,20,4,True,42
ABC-SMC,429452.1739130434,2.2897056911302647,987740.0,5.266323089599609,9.835252860571176,-1.4561636059075208e-09,18068.1428593324,24.99148362733049,,20,4,True,42
ABC-SMC,435278.2608695651,2.3193622672039527,1001140.0,5.334533214569092,9.79232375312435,-1.4561636059075208e-09,17833.03534361811,24.99148362733049,,20,4,True,42
ABC-SMC,429720.33898305084,2.291927196211734,1014140.0,5.408948183059692,9.788055749829041,-1.4561636059075208e-09,17446.511258018945,24.99148362733049,,20,4,True,42
ABC-SMC,431352.9411764706,2.3023635399441758,1026620.0,5.479625225067139,9.784750300876361,-1.4561636059075208e-09,17600.32689253732,24.99148362733049,,20,4,True,42
ABC-SMC,422268.2926829268,2.2560118659725035,1038780.0,5.549789190292358,9.781738390750327,-1.4561636059075208e-09,17426.65255075929,24.99148362733049,,20,4,True,42
ABC-SMC,423564.51612903224,2.2651856945407003,1050440.0,5.6176605224609375,9.761987314516565,-1.4561636059075208e-09,16895.327756095725,24.99148362733049,,20,4,True,42
ABC-SMC,428024.1935483871,2.2926365175554833,1061500.0,5.685738563537598,9.728382683351112,-1.4561636059075208e-09,17006.667232859832,24.99148362733049,,20,4,True,42
ABC-SMC,432274.1935483871,2.296448234588869,1072040.0,5.6951916217803955,9.718288530564134,-1.4561636059075208e-09,16239.773094896549,24.99148362733049,,20,4,True,42
ABC-SMC,436411.29032258067,2.3246543061348697,1082300.0,5.7651426792144775,9.704852641169339,-1.4561636059075208e-09,16283.481362375609,24.99148362733049,,20,4,True,42
ABC-SMC,656130.9523809523,3.4410957779203137,1102300.0,5.781040906906128,9.692162688875348,-1.4561636059075208e-09,16381.987298411488,24.99148362733049,,20,4,True,42
ABC-SMC,659682.3529411764,3.4425741083481727,1121460.0,5.8523759841918945,9.691722167076618,-1.4561636059075208e-09,16520.58997725555,24.99148362733049,,20,4,True,42
ABC-SMC,670529.4117647058,3.4845847242018753,1139900.0,5.9237940311431885,9.668233260185339,-1.4561636059075208e-09,16561.074456707698,24.99148362733049,,20,4,True,42
ABC-SMC,673046.511627907,3.4863308418628787,1157640.0,5.99648904800415,9.666927186375332,-1.4561636059075208e-09,16512.805666307075,24.99148362733049,,20,4,True,42
ABC-SMC,667409.0909090909,3.447418185797605,1174640.0,6.067456007003784,9.65724889659811,-1.4561636059075208e-09,16681.797133167667,24.99148362733049,,20,4,True,42
ABC-SMC,669168.5393258428,3.447365760803223,1191120.0,6.136311054229736,9.657067783198006,-1.4561636059075208e-09,16587.14690236053,24.99148362733049,,20,4,True,42
ABC-SMC,663054.9450549452,3.4105714860853262,1206760.0,6.207240104675293,9.641978091707685,-1.4561636059075208e-09,16493.09882938305,24.99148362733049,,20,4,True,42
ABC-SMC,656774.1935483871,3.377261853987171,1221600.0,6.281707048416138,9.579904312205123,-1.4561636059075208e-09,15883.728005660363,24.99148362733049,,20,4,True,42
ABC-SMC,650547.3684210526,3.3447462634036413,1236040.0,6.355017900466919,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,644577.3195876288,3.281521059803127,1250480.0,6.366150856018066,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,652020.618556701,3.288110261110915,1264920.0,6.378933906555176,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,646141.4141414141,3.228566622493243,1279360.0,6.392561912536621,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,646900.0,3.2032299041748047,1293800.0,6.406459808349609,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,647643.5643564356,3.178225649465429,1308240.0,6.420015811920166,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,648372.5490196078,3.1525802378560983,1322680.0,6.43126368522644,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,642846.1538461538,3.097962874632615,1337120.0,6.44376277923584,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,631570.0934579439,3.0169898104444846,1351560.0,6.456358194351196,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,626605.504587156,2.9681252777029616,1366000.0,6.470513105392456,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,633229.3577981651,2.973839996057913,1380440.0,6.48297119140625,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,639853.2110091742,2.9789477313330415,1394880.0,6.49410605430603,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,640600.0,2.956686345013705,1409320.0,6.504709959030151,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,624456.1403508771,2.8581522013011726,1423760.0,6.516587018966675,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,625304.3478260869,2.8387456354887584,1438200.0,6.5291149616241455,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,631582.6086956521,2.8440100213755724,1452640.0,6.541223049163818,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,621644.0677966102,2.776219077029471,1467080.0,6.551877021789551,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,622487.3949579832,2.7575290503622103,1481520.0,6.5629191398620605,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,623316.6666666667,2.7393904328346252,1495960.0,6.574537038803101,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,619016.393442623,2.6999451097894887,1510400.0,6.5878660678863525,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,624934.4262295081,2.7051024749630788,1524840.0,6.600450038909912,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,615712.0,2.6446956634521483,1539280.0,6.611739158630371,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,606921.875,2.58722472935915,1553720.0,6.623295307159424,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,603138.4615384616,2.551852831473717,1568160.0,6.634817361831665,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,604045.8015267176,2.5370707038704676,1582600.0,6.647125244140625,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,600390.977443609,2.5036147662571495,1597040.0,6.6596152782440186,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,596844.4444444444,2.470639016893175,1611480.0,6.670725345611572,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,597764.7058823529,2.45644748210907,1625920.0,6.68153715133667,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,598671.5328467153,2.4427295601280936,1640360.0,6.693078994750977,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,595251.7985611509,2.4123295605611457,1654800.0,6.706276178359985,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,583650.3496503497,2.3490661507719883,1669240.0,6.718329191207886,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,576602.7397260274,2.3044825416721713,1683680.0,6.729089021682739,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,569838.9261744966,2.2619154629291307,1698120.0,6.740508079528809,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,556025.974025974,2.192504220194631,1712560.0,6.752912998199463,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,560714.2857142857,2.196781124387469,1727000.0,6.766085863113403,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,561754.8387096775,2.1868073555731002,1741440.0,6.779102802276611,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,566412.9032258064,2.1904741564104637,1755880.0,6.7904698848724365,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,563796.178343949,2.1660196553369993,1770320.0,6.801301717758179,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,561245.283018868,2.1427287995440403,1784760.0,6.813877582550049,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,565786.1635220125,2.1466558084547898,1799200.0,6.8263654708862305,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,563242.2360248447,2.1239091890939275,1813640.0,6.838987588882446,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,557341.4634146341,2.0882602871918095,1828080.0,6.849493741989136,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,551652.6946107784,2.0542637316766608,1842520.0,6.861240863800049,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,552666.6666666666,2.045677957080659,1856960.0,6.873477935791016,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,550411.7647058823,2.025278806686401,1871400.0,6.885947942733765,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,548209.3023255814,2.0052069841429248,1885840.0,6.89791202545166,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,552406.976744186,2.008355772772501,1900280.0,6.908743858337402,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,553387.2832369942,1.999797021722518,1914720.0,6.919297695159912,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,557560.6936416185,2.0031397742343087,1929160.0,6.930863618850708,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,555314.2857142857,1.9839287485395158,1943600.0,6.943750619888306,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,556261.3636363638,1.9761008295145905,1958040.0,6.955874919891357,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,560363.6363636365,1.979111338203604,1972480.0,6.966471910476685,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,555005.5865921788,1.9491745772974451,1986920.0,6.9780449867248535,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,559039.1061452513,1.952594951544394,2001360.0,6.990289926528931,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,559944.4444444446,1.9451382425096304,2015800.0,7.002497673034668,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,560839.7790055248,1.937860678572681,2030240.0,7.0150556564331055,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,561725.2747252748,1.9304018754225514,2044680.0,7.026662826538086,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,562601.0928961749,1.9228002412723062,2059120.0,7.037448883056641,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,566546.4480874317,1.9259370741296986,2073560.0,7.048929691314697,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
ABC-SMC,561290.3225806452,1.8982883422605457,2088000.0,7.0616326332092285,9.548873259845397,-1.4561636059075208e-09,15967.401254923912,24.99148362733049,,20,4,True,42
ABC-SMC,559159.5744680851,1.8812797171004274,2102440.0,7.073611736297607,9.548873259845397,-1.4561636059075208e-09,15967.401254923918,24.99148362733049,,20,4,True,42
