method,n_sim,time,n_sim_raw,time_raw,epsilon,kl_sigma2,score_joint,kl_sigma2_true_vs_abc,K,K_outliers,include_osum,seed
permABC-SMC,506109.8398169336,5.31013033755584,4423400.0,46.41053915023804,0.7558473155344109,-1.669372470637709e-09,463.1407873739841,24.466884133506767,20,0,False,42
permABC-SMC,494164.8106904232,5.201498251449823,4437600.0,46.70945429801941,0.7530410679850853,-1.669372470637709e-09,462.67540454554427,24.466884133506767,20,0,False,42
permABC-SMC,489134.0659340659,5.163369781368382,4451120.0,46.98666501045227,0.751830083654297,-1.669372470637709e-09,463.223365207184,24.466884133506767,20,0,False,42
permABC-SMC,480000.0,5.113509265325403,4464000.0,47.555636167526245,0.7483978818403048,-1.669372470637709e-09,463.2779900975985,24.466884133506767,20,0,False,42
permABC-SMC,472179.32489451475,5.018967113414394,4476260.0,47.57980823516846,0.7468184616139216,-1.669372470637709e-09,462.2269365150047,24.466884133506767,20,0,False,42
permABC-SMC,465551.867219917,4.962178879259039,4487920.0,47.83540439605713,0.7447343652987336,-1.669372470637709e-09,460.7781846761295,24.466884133506767,20,0,False,42
permABC-SMC,461915.8110882957,4.938822336020656,4499060.0,48.10412955284119,0.743936986929989,-1.669372470637709e-09,459.8051845244021,24.466884133506767,20,0,False,42
permABC-SMC,458302.8455284553,4.934496923190792,4509700.0,48.55544972419739,0.742009782230896,-1.669372470637709e-09,459.90117659290263,24.466884133506767,20,0,False,42
permABC-SMC,451083.8323353294,4.8888308083463805,4519860.0,48.98608469963074,0.7403785054064376,-1.669372470637709e-09,460.726985918378,24.466884133506767,20,0,False,42
permABC-SMC,707143.3021806855,7.635136742458165,4539860.0,49.01757788658142,0.7394549880685113,-1.669372470637709e-09,459.6817689094894,24.466884133506767,20,0,False,42
permABC-SMC,666502.9239766081,7.176685193825882,4558880.0,49.08852672576904,0.7380087389999233,-1.669372470637709e-09,459.4118844663046,24.466884133506767,20,0,False,42
permABC-SMC,625325.1366120218,6.751857754962693,4577380.0,49.423598766326904,0.7368351778331816,-1.669372470637709e-09,459.59704345183377,24.466884133506767,20,0,False,42
permABC-SMC,603015.7480314961,6.528741574975762,4594980.0,49.74901080131531,0.7362268732925282,-1.669372470637709e-09,457.4707297334528,24.466884133506767,20,0,False,42
permABC-SMC,589769.8209718671,6.399658665327769,4612000.0,50.04533076286316,0.7348388537271214,-1.669372470637709e-09,456.9232927268423,24.466884133506767,20,0,False,42
permABC-SMC,569972.9064039408,6.199042315553561,4628180.0,50.33622360229492,0.7333920812145258,-1.669372470637709e-09,455.2451318004235,24.466884133506767,20,0,False,42
permABC-SMC,550187.2037914692,5.998147437922762,4643580.0,50.624364376068115,0.7322253479068138,-1.669372470637709e-09,453.9522212781402,24.466884133506767,20,0,False,42
permABC-SMC,542913.7529137529,5.930827325318521,4658200.0,50.88649845123291,0.7306085742497193,-1.669372470637709e-09,452.8671760960554,24.466884133506767,20,0,False,42
permABC-SMC,538260.3686635945,5.895892568447623,4672100.0,51.176347494125366,0.7286803945897513,-1.669372470637709e-09,452.48193929012734,24.466884133506767,20,0,False,42
permABC-SMC,524082.77404921706,5.753694898063438,4685300.0,51.438032388687134,0.7261517849538621,-1.669372470637709e-09,451.857069442371,24.466884133506767,20,0,False,42
permABC-SMC,520827.05099778273,5.708235277569215,4697860.0,51.488282203674316,0.724902369674093,-1.669372470637709e-09,451.89034020118646,24.466884133506767,20,0,False,42
permABC-SMC,514170.30567685596,5.622683211705571,4709800.0,51.50377821922302,0.722352345713874,-1.669372470637709e-09,451.19349867898484,24.466884133506767,20,0,False,42
permABC-SMC,510945.88744588743,5.579803825972916,4721140.0,51.557387351989746,0.7201806267814173,-1.669372470637709e-09,450.76619877913856,24.466884133506767,20,0,False,42
permABC-SMC,503393.6170212767,5.486793365884335,4731900.0,51.575857639312744,0.7160993917025964,-1.669372470637709e-09,450.08259040871593,24.466884133506767,20,0,False,42
permABC-SMC,500225.73839662445,5.442313881363044,4742140.0,51.593135595321655,0.7147903019860233,-1.669372470637709e-09,449.92650246090625,24.466884133506767,20,0,False,42
permABC-SMC,878623.6162361624,9.52452742305629,4762140.0,51.62293863296509,0.7132028796936686,-1.669372470637709e-09,449.18838051102597,24.466884133506767,20,0,False,42
permABC-SMC,856842.29390681,9.255484013574526,4781180.0,51.64560079574585,0.7110220623672892,-1.669372470637709e-09,449.427232654693,24.466884133506767,20,0,False,42
permABC-SMC,827482.7586206896,8.955967837366563,4799400.0,51.944613456726074,0.7099709274552617,-1.669372470637709e-09,449.7596589485463,24.466884133506767,20,0,False,42
permABC-SMC,794910.8910891089,8.614354676539355,4817160.0,52.20298933982849,0.7097202399054513,-1.669372470637709e-09,450.1033674851195,24.466884133506767,20,0,False,42
permABC-SMC,760066.037735849,8.249297681844459,4834020.0,52.46553325653076,0.7084625975645291,-1.669372470637709e-09,449.82110812307485,24.466884133506767,20,0,False,42
permABC-SMC,732631.4199395771,7.968812730737324,4850020.0,52.75354027748108,0.7052691838187575,-1.669372470637709e-09,448.6913646819021,24.466884133506767,20,0,False,42
permABC-SMC,713375.366568915,7.777077431552921,4865220.0,53.03966808319092,0.7030344197140319,-1.669372470637709e-09,448.81854678329336,24.466884133506767,20,0,False,42
permABC-SMC,697100.0,7.617780583245414,4879700.0,53.324464082717896,0.7011497994924331,-1.669372470637709e-09,448.84151975152326,24.466884133506767,20,0,False,42
permABC-SMC,663130.081300813,7.228754626380073,4893900.0,53.34820914268494,0.700481449048848,-1.669372470637709e-09,448.82083796940145,24.466884133506767,20,0,False,42
permABC-SMC,649142.8571428572,7.089783621843528,4907520.0,53.598764181137085,0.7003288962320313,-1.669372470637709e-09,448.5867365167421,24.466884133506767,20,0,False,42
permABC-SMC,649150.3957783642,7.108406089541151,4920560.0,53.881718158721924,0.6996298109759173,-1.669372470637709e-09,448.98796515650645,24.466884133506767,20,0,False,42
permABC-SMC,637333.3333333334,6.997936979436751,4932960.0,54.164032220840454,0.6982767814966534,-1.669372470637709e-09,447.55712054548246,24.466884133506767,20,0,False,42
permABC-SMC,633948.7179487179,6.980262108338184,4944800.0,54.44604444503784,0.6967983635742433,-1.669372470637709e-09,447.05474788776706,24.466884133506767,20,0,False,42
permABC-SMC,628956.852791878,6.911552436460698,4956180.0,54.4630331993103,0.6953906576160893,-1.669372470637709e-09,447.2881179952904,24.466884133506767,20,0,False,42
permABC-SMC,623994.9748743718,6.844074402622241,4967000.0,54.47883224487305,0.6942769224477977,-1.669372470637709e-09,447.7229126390551,24.466884133506767,20,0,False,42
permABC-SMC,620625.9351620948,6.82335964164829,4977420.0,54.72334432601929,0.6934009291636486,-1.669372470637709e-09,448.1369312956007,24.466884133506767,20,0,False,42
permABC-SMC,617262.3762376239,6.803969227441467,4987480.0,54.97607135772705,0.6932960890500818,-1.669372470637709e-09,448.13092493674515,24.466884133506767,20,0,False,42
permABC-SMC,955625.9541984734,10.496671236198367,5007480.0,55.00255727767944,0.6915712402685549,-1.669372470637709e-09,449.23373051027863,24.466884133506767,20,0,False,42
permABC-SMC,924018.3823529412,10.164011839558098,5026660.0,55.292224407196045,0.6901568773431324,-1.669372470637709e-09,448.3499958373999,24.466884133506767,20,0,False,42
permABC-SMC,872816.60899654,9.575725674216724,5044880.0,55.347694396972656,0.6875525315766515,-1.669372470637709e-09,448.09337361651,24.466884133506767,20,0,False,42
permABC-SMC,832703.947368421,9.14991717589529,5062840.0,55.63149642944336,0.6869808236612013,-1.669372470637709e-09,447.8604199501756,24.466884133506767,20,0,False,42
permABC-SMC,806333.3333333334,8.871111680590918,5079900.0,55.88800358772278,0.6862720941496182,-1.669372470637709e-09,443.66718584103006,24.466884133506767,20,0,False,42
permABC-SMC,791326.0869565217,8.75900709851188,5096140.0,56.408005714416504,0.6847194936835646,-1.669372470637709e-09,443.74571612064557,24.466884133506767,20,0,False,42
permABC-SMC,776832.8267477204,8.61231780704394,5111560.0,56.66905117034912,0.6825713088686893,-1.669372470637709e-09,444.3285507915705,24.466884133506767,20,0,False,42
permABC-SMC,758411.2426035502,8.517696589407835,5126860.0,57.57962894439697,0.682409868850277,-1.669372470637709e-09,444.2952004847201,24.466884133506767,20,0,False,42
permABC-SMC,740841.4985590779,8.337868290607114,5141440.0,57.864805936813354,0.6820478581317669,-1.669372470637709e-09,444.88921278867934,24.466884133506767,20,0,False,42
permABC-SMC,724112.3595505619,8.16844410440895,5155680.0,58.159322023391724,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,708208.2191780822,7.9747961645256975,5169920.0,58.2160120010376,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,704369.5652173914,7.918255840954574,5184160.0,58.27836298942566,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,689442.9708222812,7.73210595077798,5198400.0,58.30007886886597,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,682282.722513089,7.634354979579984,5212640.0,58.32647204399109,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,671835.4755784062,7.499986105529079,5226880.0,58.349891901016235,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,650263.0272952853,7.24218261448976,5241120.0,58.371991872787476,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,644039.2156862745,7.156163249530044,5255360.0,58.39429211616516,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,634891.5662650604,7.039199995707318,5269600.0,58.42535996437073,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,624567.3758865249,6.908416184409573,5283840.0,58.44520092010498,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,611787.5288683602,6.751480581578702,5298080.0,58.46782183647156,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,605047.8359908884,6.661375264100442,5312320.0,58.48687481880188,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,599837.8378378378,6.588591970838942,5326560.0,58.506696701049805,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,593422.2222222222,6.503015836079915,5340800.0,58.52714252471924,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,585890.590809628,6.405417454842666,5355040.0,58.54551553726196,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,579835.8531317494,6.324872960282196,5369280.0,58.568323612213135,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,577630.9012875537,6.286189765889246,5383520.0,58.58728861808777,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,575454.1577825161,6.24793257032122,5397760.0,58.60560750961304,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,567295.5974842767,6.145242824994293,5412000.0,58.62561655044556,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,565233.3333333334,6.108801091710727,5426240.0,58.644490480422974,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,558570.841889117,6.023202711062265,5440480.0,58.66599440574646,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,554341.4634146342,5.96418460694755,5454720.0,58.68757653236389,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,547991.9839679359,5.882373792613914,5468960.0,58.706090450286865,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,547225.5489021955,5.861010118396934,5483200.0,58.72732138633728,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,543225.2964426876,5.8051636803291515,5497440.0,58.74825644493103,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,540360.7843137255,5.76136446466633,5511680.0,58.76591753959656,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,537540.8560311283,5.718480682558586,5525920.0,58.78598141670227,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,535798.8394584139,5.687197610534137,5540160.0,58.805623292922974,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,527984.7908745247,5.595029624242747,5554400.0,58.85971164703369,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,529338.4030418252,5.596830772356388,5568640.0,58.87865972518921,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,525694.9152542372,5.546037737708081,5582880.0,58.89892077445984,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
permABC-SMC,524074.90636704117,5.516971318462815,5597120.0,58.92125368118286,0.6805374305142374,-1.669372470637709e-09,445.21965110162137,24.466884133506767,20,0,False,42
