method,n_sim,time,epsilon,K,K_outliers,include_osum,seed
ABC-SMC,624023.8095238095,35.36105600614396,9.644399042252779,20,2,True,42
ABC-SMC,624652.1739130433,35.688067472028166,9.633713769186917,20,2,True,42
ABC-SMC,625185.0393700787,36.00317826421242,9.620557512864435,20,2,True,42
ABC-SMC,620696.4980544746,36.16126989112289,9.575280461400805,20,2,True,42
ABC-SMC,618664.0926640927,36.3694961927112,9.540216680597641,20,2,True,42
ABC-SMC,618900.0,36.685114273658165,9.512706774360415,20,2,True,42
ABC-SMC,619034.4827586206,36.994259795923334,9.409673088586677,20,2,True,42
ABC-SMC,619045.8015267176,37.300923307433386,9.405997829900024,20,2,True,42
ABC-SMC,616643.9393939393,37.46370153896736,9.40244518507112,20,2,True,42
ABC-SMC,618931.8181818181,37.48517862775109,9.40244518507112,20,2,True,42
ABC-SMC,621219.696969697,37.494875987370804,9.40244518507112,20,2,True,42
ABC-SMC,623507.5757575758,37.50456160668171,9.40244518507112,20,2,True,42
ABC-SMC,625795.4545454545,37.5140902670947,9.40244518507112,20,2,True,42
ABC-SMC,628083.3333333334,37.52371849435748,9.40244518507112,20,2,True,42
ABC-SMC,627992.4528301886,37.391699350105135,9.40244518507112,20,2,True,42
ABC-SMC,627902.2556390977,37.260670993561135,9.40244518507112,20,2,True,42
ABC-SMC,627812.734082397,37.13053531861037,9.40244518507112,20,2,True,42
ABC-SMC,627723.8805970149,37.00149041503223,9.40244518507112,20,2,True,42
ABC-SMC,629977.6119402985,37.010997133468514,9.40244518507112,20,2,True,42
ABC-SMC,632231.3432835821,37.02050220610491,9.40244518507112,20,2,True,42
ABC-SMC,632126.3940520445,36.89229475078086,9.40244518507112,20,2,True,42
ABC-SMC,632022.2222222222,36.7651234291218,9.40244518507112,20,2,True,42
ABC-SMC,631918.8191881918,36.63885320684567,9.40244518507112,20,2,True,42
ABC-SMC,631816.1764705883,36.51354808141204,9.40244518507112,20,2,True,42
ABC-SMC,634036.7647058823,36.52272824855412,9.40244518507112,20,2,True,42
ABC-SMC,627036.2318840579,36.04522243790004,9.40244518507112,20,2,True,42
ABC-SMC,629224.6376811593,36.054461373799086,9.40244518507112,20,2,True,42
ABC-SMC,629133.5740072201,35.933536786034644,9.40244518507112,20,2,True,42
ABC-SMC,626788.5304659499,35.68502758566196,9.40244518507112,20,2,True,42
ABC-SMC,624476.868327402,35.4526451898215,9.40244518507112,20,2,True,42
ABC-SMC,626626.3345195729,35.461693387014584,9.40244518507112,20,2,True,42
ABC-SMC,628775.8007117437,35.47093270088005,9.40244518507112,20,2,True,42
ABC-SMC,630925.2669039145,35.48003396953976,9.40244518507112,20,2,True,42
ABC-SMC,633074.7330960853,35.489016198602855,9.40244518507112,20,2,True,42
ABC-SMC,635224.1992882561,35.49795714985857,9.40244518507112,20,2,True,42
ABC-SMC,632869.2579505302,35.25610762013143,9.40244518507112,20,2,True,42
ABC-SMC,635003.5335689047,35.265083574153515,9.40244518507112,20,2,True,42
ABC-SMC,637137.8091872792,35.27399133035235,9.40244518507112,20,2,True,42
ABC-SMC,637021.1267605633,35.15871053850147,9.40244518507112,20,2,True,42
ABC-SMC,639147.8873239437,35.16752833211926,9.40244518507112,20,2,True,42
ABC-SMC,639024.5614035089,35.0530889578033,9.40244518507112,20,2,True,42
ABC-SMC,641143.8596491229,35.06187949264259,9.40244518507112,20,2,True,42
ABC-SMC,643263.157894737,35.070626693859445,9.40244518507112,20,2,True,42
ABC-SMC,638659.7222222221,34.71413246459431,9.40244518507112,20,2,True,42
ABC-SMC,638539.7923875434,34.60277698444248,9.40244518507112,20,2,True,42
ABC-SMC,640629.7577854672,34.611441519846146,9.40244518507112,20,2,True,42
ABC-SMC,640503.448275862,34.500818416990086,9.40244518507112,20,2,True,42
ABC-SMC,642586.2068965518,34.509551689542576,9.40244518507112,20,2,True,42
ABC-SMC,642453.6082474228,34.399629991079124,9.40244518507112,20,2,True,42
ABC-SMC,644529.2096219932,34.40836741752232,9.40244518507112,20,2,True,42
ABC-SMC,642191.1262798636,34.18212034596518,9.40244518507112,20,2,True,42
ABC-SMC,642061.2244897959,34.07447179969476,9.40244518507112,20,2,True,42
ABC-SMC,639763.5135135135,33.85288453585393,9.40244518507112,20,2,True,42
ABC-SMC,641804.0540540541,33.861811378517665,9.40244518507112,20,2,True,42
ABC-SMC,639523.489932886,33.64309048492636,9.40244518507112,20,2,True,42
ABC-SMC,639404.6822742475,33.539050558339,9.40244518507112,20,2,True,42
ABC-SMC,639286.6666666666,33.43570804595947,9.40244518507112,20,2,True,42
ABC-SMC,639169.4352159468,33.332996907028246,9.40244518507112,20,2,True,42
ABC-SMC,639052.9801324503,33.23147719269557,9.40244518507112,20,2,True,42
ABC-SMC,641052.9801324503,33.23999161751855,9.40244518507112,20,2,True,42
ABC-SMC,643052.9801324503,33.24828897880403,9.40244518507112,20,2,True,42
ABC-SMC,645052.9801324503,33.25675998302485,9.40244518507112,20,2,True,42
ABC-SMC,647052.9801324503,33.26516313268649,9.40244518507112,20,2,True,42
ABC-SMC,649052.9801324503,33.27351776969354,9.40244518507112,20,2,True,42
ABC-SMC,651052.9801324503,33.28185701212346,9.40244518507112,20,2,True,42
ABC-SMC,653052.9801324503,33.290227872646405,9.40244518507112,20,2,True,42
ABC-SMC,655052.9801324503,33.29896741355492,9.40244518507112,20,2,True,42
ABC-SMC,654884.4884488449,33.19742970734146,9.40244518507112,20,2,True,42
ABC-SMC,656877.8877887789,33.20577675753301,9.40244518507112,20,2,True,42
ABC-SMC,658871.2871287129,33.214144423456474,9.40244518507112,20,2,True,42
ABC-SMC,660864.6864686469,33.222486162343046,9.40244518507112,20,2,True,42
ABC-SMC,662858.0858085809,33.23066171639823,9.40244518507112,20,2,True,42
ABC-SMC,664851.4851485149,33.2391081076644,9.40244518507112,20,2,True,42
ABC-SMC,666844.8844884488,33.24740235955015,9.40244518507112,20,2,True,42
ABC-SMC,668838.2838283828,33.267268882726285,9.40244518507112,20,2,True,42
ABC-SMC,666432.7868852459,33.05742826618132,9.40244518507112,20,2,True,42
ABC-SMC,664058.6319218242,32.850344017973164,9.40244518507112,20,2,True,42
ABC-SMC,661715.2103559871,32.645950541141346,9.40244518507112,20,2,True,42
ABC-SMC,661529.0322580645,32.54877944146433,9.40244518507112,20,2,True,42
ABC-SMC,663477.4193548388,32.556876059501406,9.40244518507112,20,2,True,42
ABC-SMC,663286.1736334405,32.46037289260668,9.40244518507112,20,2,True,42
ABC-SMC,665228.2958199357,32.46854463190894,9.40244518507112,20,2,True,42
ABC-SMC,665032.0512820513,32.37264802058538,9.40244518507112,20,2,True,42
ABC-SMC,666967.9487179487,32.38061597714057,9.40244518507112,20,2,True,42
ABC-SMC,666766.7731629394,32.285296117154935,9.40244518507112,20,2,True,42
ABC-SMC,666566.8789808917,32.19050840967021,9.40244518507112,20,2,True,42
ABC-SMC,668490.4458598726,32.198419236833125,9.40244518507112,20,2,True,42
ABC-SMC,666170.8860759494,32.00272272659253,9.40244518507112,20,2,True,42
ABC-SMC,665974.76340694,31.909791716265755,9.40244518507112,20,2,True,42
ABC-SMC,665779.8742138365,31.817400118090074,9.40244518507112,20,2,True,42
ABC-SMC,667679.2452830189,31.825302119524974,9.40244518507112,20,2,True,42
ABC-SMC,667479.6238244515,31.73348802757861,9.40244518507112,20,2,True,42
ABC-SMC,669373.0407523512,31.74136652841837,9.40244518507112,20,2,True,42
ABC-SMC,671266.4576802509,31.749283781619653,9.40244518507112,20,2,True,42
ABC-SMC,671056.25,31.658006981015202,9.40244518507112,20,2,True,42
ABC-SMC,672943.75,31.665836162865162,9.40244518507112,20,2,True,42
ABC-SMC,674831.25,31.673638820648193,9.40244518507112,20,2,True,42
ABC-SMC,676718.75,31.681523323059082,9.40244518507112,20,2,True,42
ABC-SMC,678606.25,31.689407378435135,9.40244518507112,20,2,True,42
ABC-SMC,680493.75,31.697163470089432,9.40244518507112,20,2,True,42
ABC-SMC,682381.25,31.70496378093958,9.40244518507112,20,2,True,42
ABC-SMC,682137.0716510903,31.614008425180785,9.40244518507112,20,2,True,42
ABC-SMC,684018.691588785,31.621910589877693,9.40244518507112,20,2,True,42
ABC-SMC,683770.1863354038,31.531528989720787,9.40244518507112,20,2,True,42
ABC-SMC,685645.9627329193,31.53928640466299,9.40244518507112,20,2,True,42
ABC-SMC,687521.7391304347,31.54727227939582,9.40244518507112,20,2,True,42
ABC-SMC,689397.5155279503,31.554942286532857,9.40244518507112,20,2,True,42
ABC-SMC,689133.1269349845,31.465040308772224,9.40244518507112,20,2,True,42
ABC-SMC,691003.0959752322,31.47278518499605,9.40244518507112,20,2,True,42
ABC-SMC,684397.5535168196,31.095464878490574,9.40244518507112,20,2,True,42
ABC-SMC,686244.6483180427,31.103107068881346,9.40244518507112,20,2,True,42
ABC-SMC,688091.7431192661,31.11079869284907,9.40244518507112,20,2,True,42
ABC-SMC,687835.3658536584,31.023593973822706,9.40244518507112,20,2,True,42
ABC-SMC,687580.547112462,30.936885314871837,9.40244518507112,20,2,True,42
ABC-SMC,689416.4133738602,30.944438509665723,9.40244518507112,20,2,True,42
ABC-SMC,691252.2796352584,30.952082760065885,9.40244518507112,20,2,True,42
ABC-SMC,693088.1458966566,30.95995854461809,9.40244518507112,20,2,True,42
ABC-SMC,694924.0121580546,30.968283302515836,9.40244518507112,20,2,True,42
ABC-SMC,696759.8784194529,30.976213691444745,9.40244518507112,20,2,True,42
ABC-SMC,698595.7446808511,30.98386250730706,9.40244518507112,20,2,True,42
ABC-SMC,698309.0909090908,30.89764609481349,9.40244518507112,20,2,True,42
ABC-SMC,700139.3939393938,30.905239293069545,9.40244518507112,20,2,True,42
ABC-SMC,699848.9425981874,30.819507776070218,9.40244518507112,20,2,True,42
ABC-SMC,701673.7160120846,30.82712352095774,9.40244518507112,20,2,True,42
ABC-SMC,701379.5180722891,30.741892988423263,9.40244518507112,20,2,True,42
ABC-SMC,703198.7951807227,30.74948608157146,9.40244518507112,20,2,True,42
ABC-SMC,702900.9009009008,30.664745286420303,9.40244518507112,20,2,True,42
ABC-SMC,702604.7904191616,30.58049364718134,9.40244518507112,20,2,True,42
ABC-SMC,704413.1736526944,30.588046662107907,9.40244518507112,20,2,True,42
ABC-SMC,706221.5568862275,30.595568482747332,9.40244518507112,20,2,True,42
ABC-SMC,708029.9401197603,30.60313613114956,9.40244518507112,20,2,True,42
ABC-SMC,707719.4029850747,30.519268583895556,9.40244518507112,20,2,True,42
ABC-SMC,709522.3880597015,30.526698454102473,9.40244518507112,20,2,True,42
ABC-SMC,711325.3731343284,30.53412437438965,9.40244518507112,20,2,True,42
ABC-SMC,708896.1424332345,30.360400959716706,9.40244518507112,20,2,True,42
ABC-SMC,710688.4272997032,30.3678761957661,9.40244518507112,20,2,True,42
ABC-SMC,712480.7121661721,30.375406897740124,9.40244518507112,20,2,True,42
ABC-SMC,707970.588235294,30.12514934820287,9.40244518507112,20,2,True,42
ABC-SMC,707665.68914956,30.04427704293707,9.40244518507112,20,2,True,42
ABC-SMC,707362.5730994152,29.963812214589254,9.40244518507112,20,2,True,42
ABC-SMC,709128.6549707602,29.97125418562638,9.40244518507112,20,2,True,42
ABC-SMC,710894.7368421052,29.978751683095737,9.40244518507112,20,2,True,42
ABC-SMC,712660.8187134502,29.986187519385794,9.40244518507112,20,2,True,42
ABC-SMC,714426.9005847953,29.993628165875258,9.40244518507112,20,2,True,42
ABC-SMC,716192.9824561402,30.001015447036558,9.40244518507112,20,2,True,42
ABC-SMC,717959.0643274853,30.00847000127647,9.40244518507112,20,2,True,42
ABC-SMC,719725.1461988303,30.015863173189217,9.40244518507112,20,2,True,42
ABC-SMC,721491.2280701754,30.023386394768426,9.40244518507112,20,2,True,42
ABC-SMC,723257.3099415203,30.03076287040933,9.40244518507112,20,2,True,42
ABC-SMC,722909.6209912536,29.950938627949263,9.40244518507112,20,2,True,42
ABC-SMC,722563.9534883721,29.87119302500126,9.40244518507112,20,2,True,42
